Meas Num,Item,Status,Date,Time Stamp,Time(s),Temp(C),Temp Std Dev(C),Intensity(Cnt/s),Intensity Std Dev(Cnt/s),Laser Power(%),Attenuation Level(%),Normalized Intensity(Cnt/s),Normalized Intensity Std Dev(Cnt/s),Set Temp(C),Temp Ramp Rate(C/sec),Laser Monitor(V),Forward Monitor(V),Static Scattering Detector(V),Normalized Static Scattering Detector,Disposable Cuvette,Acq Time(s),Sample,Mw-R Model,Conc(mg/mL),dn/dC(mL/g),A2(mol mL/g^2),RG Model,Cuvette,Solvent Name,Solv Rfr Idx,Solv Visc(cp),Cauchy Coef(nm²),Temperature Model,Amp,Diffusion Coefficient(cm²/s),Radius(nm),Diameter(nm),Pd(nm),%Pd,Pd Index,Mw-R(kDa),Baseline,SOS,Lambda(1/s),Sigma(1/s²),RMS Error,% Acqs Unmarked,# Acqs,# Acqs Unmarked,# Acqs Marked,Mw-S(Da),#Peaks,#Peaks in Range,D10(nm),D50(nm),D90(nm),Span (D90 - D10)/D50,Peak Num,Peak Diffusion Coefficient(cm²/s) (I),Peak Radius(nm) (I),Peak Diameter(nm) (I),Peak Pd(nm) (I),Peak %Pd (I),Peak Pd Index (I),Peak Mw-R(kDa) (I),Peak %Intensity (I),Peak %Mass (I)
126,44.212C,OK,7/23/19,14:24:57,1.73E+08,44.2,0.0396,5.80E+05,8.58E+04,100,0,5.80E+05,8.58E+04,51,0.25,1,0.863,0.341,0.341,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.617,3.12E+03,Aqueous,0.774,3.38E-07,11.1,22.3,2.6,23.3,0.233,948,1,13.1,9.86E+03,6.67E+03,0.000948,60%,5,3,2,No Offset,4,3,,,,,1,2.09E-06,1.8,3.6,0.466,25.9,0.0668,13.3,1.73,79.5
126,44.212C,OK,7/23/19,14:24:57,1.73E+08,44.2,0.0396,5.80E+05,8.58E+04,100,0,5.80E+05,8.58E+04,51,0.25,1,0.863,0.341,0.341,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.617,3.12E+03,Aqueous,0.774,3.38E-07,11.1,22.3,2.6,23.3,0.233,948,1,13.1,9.86E+03,6.67E+03,0.000948,60%,5,3,2,No Offset,4,3,,,,,2,2.36E-07,16,31.9,7.71,48.3,0.233,2.20E+03,98.2,20.4
126,44.212C,OK,7/23/19,14:24:57,1.73E+08,44.2,0.0396,5.80E+05,8.58E+04,100,0,5.80E+05,8.58E+04,51,0.25,1,0.863,0.341,0.341,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.617,3.12E+03,Aqueous,0.774,3.38E-07,11.1,22.3,2.6,23.3,0.233,948,1,13.1,9.86E+03,6.67E+03,0.000948,60%,5,3,2,No Offset,4,3,,,,,3,1.26E-09,2.98E+03,5.96E+03,4.18E-13,1.40E-14,1.97E-32,4.53E+08,0.0875,0.0135
127,44.378C,OK,7/23/19,14:25:47,1.73E+08,44.4,0.0395,5.69E+05,2.18E+04,100,0,5.69E+05,2.18E+04,51,0.25,1,0.861,0.362,0.362,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.615,3.12E+03,Aqueous,0.771,3.23E-07,11.7,23.4,2.71,23.1,0.231,1.07E+03,1,14.6,9.51E+03,6.21E+03,0.000672,100%,5,5,0,No Offset,4,3,,,,,1,1.47E-06,2.56,5.13,0.496,19.3,0.0374,30.5,4.39,86
127,44.378C,OK,7/23/19,14:25:47,1.73E+08,44.4,0.0395,5.69E+05,2.18E+04,100,0,5.69E+05,2.18E+04,51,0.25,1,0.861,0.362,0.362,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.615,3.12E+03,Aqueous,0.771,3.23E-07,11.7,23.4,2.71,23.1,0.231,1.07E+03,1,14.6,9.51E+03,6.21E+03,0.000672,100%,5,5,0,No Offset,4,3,,,,,2,2.37E-07,16,31.9,5.69,35.7,0.127,2.20E+03,94.7,13.7
127,44.378C,OK,7/23/19,14:25:47,1.73E+08,44.4,0.0395,5.69E+05,2.18E+04,100,0,5.69E+05,2.18E+04,51,0.25,1,0.861,0.362,0.362,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.615,3.12E+03,Aqueous,0.771,3.23E-07,11.7,23.4,2.71,23.1,0.231,1.07E+03,1,14.6,9.51E+03,6.21E+03,0.000672,100%,5,5,0,No Offset,4,3,,,,,3,9.95E-10,3.80E+03,7.60E+03,325,8.57,0.00734,7.99E+08,0.879,0.288
128,44.543C,OK,7/23/19,14:26:27,1.73E+08,44.5,0.0394,6.16E+05,9.13E+03,100,0,6.16E+05,9.13E+03,51,0.25,1,0.86,0.387,0.387,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.614,3.12E+03,Aqueous,0.769,3.14E-07,12.1,24.1,2.85,23.7,0.237,1.14E+03,1,10.2,8.95E+03,6.52E+03,0.000654,100%,5,5,0,No Offset,5,2,,,,,1,2.03E-06,1.86,3.72,0.465,25,0.0623,14.4,1.33,75.4
128,44.543C,OK,7/23/19,14:26:27,1.73E+08,44.5,0.0394,6.16E+05,9.13E+03,100,0,6.16E+05,9.13E+03,51,0.25,1,0.86,0.387,0.387,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.614,3.12E+03,Aqueous,0.769,3.14E-07,12.1,24.1,2.85,23.7,0.237,1.14E+03,1,10.2,8.95E+03,6.52E+03,0.000654,100%,5,5,0,No Offset,5,2,,,,,2,2.24E-07,16.9,33.8,8.07,47.8,0.228,2.51E+03,98.7,24.6
129,44.709C,OK,7/23/19,14:27:07,1.73E+08,44.7,0.0395,6.74E+05,1.28E+04,100,0,6.74E+05,1.28E+04,51,0.25,1,0.858,0.427,0.427,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.612,3.12E+03,Aqueous,0.767,3.01E-07,12.7,25.3,2.91,23,0.23,1.28E+03,1,7.12,8.89E+03,5.73E+03,0.000694,100%,5,5,0,No Offset,4,3,,,,,1,2.88E-06,1.32,2.64,0.171,13,0.0168,6.44,0.985,87
129,44.709C,OK,7/23/19,14:27:07,1.73E+08,44.7,0.0395,6.74E+05,1.28E+04,100,0,6.74E+05,1.28E+04,51,0.25,1,0.858,0.427,0.427,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.612,3.12E+03,Aqueous,0.767,3.01E-07,12.7,25.3,2.91,23,0.23,1.28E+03,1,7.12,8.89E+03,5.73E+03,0.000694,100%,5,5,0,No Offset,4,3,,,,,2,2.13E-07,17.9,35.7,9.75,54.6,0.298,2.86E+03,98.1,12.9
129,44.709C,OK,7/23/19,14:27:07,1.73E+08,44.7,0.0395,6.74E+05,1.28E+04,100,0,6.74E+05,1.28E+04,51,0.25,1,0.858,0.427,0.427,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.612,3.12E+03,Aqueous,0.767,3.01E-07,12.7,25.3,2.91,23,0.23,1.28E+03,1,7.12,8.89E+03,5.73E+03,0.000694,100%,5,5,0,No Offset,4,3,,,,,3,5.35E-09,711,1.42E+03,86.1,12.1,0.0147,1.58E+07,0.903,0.0385
130,44.875C,OK,7/23/19,14:27:46,1.73E+08,44.9,0.0396,7.25E+05,2.19E+04,100,0,7.25E+05,2.19E+04,51,0.25,1,0.857,0.458,0.458,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.61,3.12E+03,Aqueous,0.762,2.91E-07,13.1,26.2,2.92,22.2,0.222,1.39E+03,1,11.1,8.79E+03,5.20E+03,0.000612,100%,5,5,0,No Offset,4,3,,,,,1,1.09E-06,3.49,6.97,0.546,15.7,0.0245,62.6,5.99,84.6
130,44.875C,OK,7/23/19,14:27:46,1.73E+08,44.9,0.0396,7.25E+05,2.19E+04,100,0,7.25E+05,2.19E+04,51,0.25,1,0.857,0.458,0.458,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.61,3.12E+03,Aqueous,0.762,2.91E-07,13.1,26.2,2.92,22.2,0.222,1.39E+03,1,11.1,8.79E+03,5.20E+03,0.000612,100%,5,5,0,No Offset,4,3,,,,,2,2.19E-07,17.5,34.9,4.94,28.3,0.0801,2.71E+03,93.1,15.3
130,44.875C,OK,7/23/19,14:27:46,1.73E+08,44.9,0.0396,7.25E+05,2.19E+04,100,0,7.25E+05,2.19E+04,51,0.25,1,0.857,0.458,0.458,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.61,3.12E+03,Aqueous,0.762,2.91E-07,13.1,26.2,2.92,22.2,0.222,1.39E+03,1,11.1,8.79E+03,5.20E+03,0.000612,100%,5,5,0,No Offset,4,3,,,,,3,4.02E-09,951,1.90E+03,108,11.3,0.0128,3.13E+07,0.912,0.139
131,45.041C,OK,7/23/19,14:28:26,1.73E+08,45,0.0396,8.08E+05,4.88E+04,100,0,8.08E+05,4.88E+04,51,0.25,1,0.855,0.506,0.505,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.608,3.12E+03,Aqueous,0.757,2.78E-07,13.8,27.5,2.92,21.2,0.212,1.55E+03,1,10.2,8.54E+03,4.66E+03,0.000769,80%,5,4,1,No Offset,4,3,,,,,1,1.51E-06,2.53,5.05,0.0704,2.79,0.000776,29.4,3.09,85.3
131,45.041C,OK,7/23/19,14:28:26,1.73E+08,45,0.0396,8.08E+05,4.88E+04,100,0,8.08E+05,4.88E+04,51,0.25,1,0.855,0.506,0.505,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.608,3.12E+03,Aqueous,0.757,2.78E-07,13.8,27.5,2.92,21.2,0.212,1.55E+03,1,10.2,8.54E+03,4.66E+03,0.000769,80%,5,4,1,No Offset,4,3,,,,,2,2.33E-07,16.4,32.9,3.9,23.7,0.0562,2.36E+03,94.4,14.1
131,45.041C,OK,7/23/19,14:28:26,1.73E+08,45,0.0396,8.08E+05,4.88E+04,100,0,8.08E+05,4.88E+04,51,0.25,1,0.855,0.506,0.505,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.608,3.12E+03,Aqueous,0.757,2.78E-07,13.8,27.5,2.92,21.2,0.212,1.55E+03,1,10.2,8.54E+03,4.66E+03,0.000769,80%,5,4,1,No Offset,4,3,,,,,3,2.30E-09,1.66E+03,3.33E+03,174,10.5,0.011,1.16E+08,2.49,0.624
132,45.206C,OK,7/23/19,14:29:06,1.73E+08,45.2,0.0394,8.68E+05,4.98E+04,100,0,8.68E+05,4.98E+04,51,0.25,1,0.853,0.56,0.559,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.607,3.12E+03,Aqueous,0.748,2.68E-07,14.3,28.7,3.22,22.5,0.225,1.71E+03,1,8.51,8.05E+03,4.89E+03,0.000625,100%,5,5,0,No Offset,5,3,,,,,1,1.68E-06,2.29,4.58,0.3,13.1,0.0171,23.4,2.86,89.8
132,45.206C,OK,7/23/19,14:29:06,1.73E+08,45.2,0.0394,8.68E+05,4.98E+04,100,0,8.68E+05,4.98E+04,51,0.25,1,0.853,0.56,0.559,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.607,3.12E+03,Aqueous,0.748,2.68E-07,14.3,28.7,3.22,22.5,0.225,1.71E+03,1,8.51,8.05E+03,4.89E+03,0.000625,100%,5,5,0,No Offset,5,3,,,,,2,2.42E-07,15.9,31.8,2.82,17.7,0.0315,2.18E+03,95.1,10
132,45.206C,OK,7/23/19,14:29:06,1.73E+08,45.2,0.0394,8.68E+05,4.98E+04,100,0,8.68E+05,4.98E+04,51,0.25,1,0.853,0.56,0.559,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.607,3.12E+03,Aqueous,0.748,2.68E-07,14.3,28.7,3.22,22.5,0.225,1.71E+03,1,8.51,8.05E+03,4.89E+03,0.000625,100%,5,5,0,No Offset,5,3,,,,,3,4.00E-09,960,1.92E+03,106,11.1,0.0123,3.20E+07,2.01,0.206
133,45.417C,OK,7/23/19,14:29:57,1.73E+08,45.4,0.0398,9.46E+05,1.81E+04,100,0,9.46E+05,1.81E+04,51,0.25,1,0.851,0.618,0.618,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.604,3.12E+03,Aqueous,0.748,2.58E-07,15,29.9,3.13,20.9,0.209,1.89E+03,1,9.48,7.94E+03,4.25E+03,0.000648,100%,5,5,0,No Offset,3,2,,,,,1,1.51E-06,2.55,5.1,0.485,19,0.0362,30.1,2.47,85.6
133,45.417C,OK,7/23/19,14:29:57,1.73E+08,45.4,0.0398,9.46E+05,1.81E+04,100,0,9.46E+05,1.81E+04,51,0.25,1,0.851,0.618,0.618,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.604,3.12E+03,Aqueous,0.748,2.58E-07,15,29.9,3.13,20.9,0.209,1.89E+03,1,9.48,7.94E+03,4.25E+03,0.000648,100%,5,5,0,No Offset,3,2,,,,,2,1.98E-07,19.5,39,7.02,36,0.13,3.52E+03,97.5,14.4
134,45.584C,OK,7/23/19,14:30:37,1.73E+08,45.6,0.0398,1.03E+06,2.25E+04,100,0,1.03E+06,2.25E+04,51,0.25,1,0.848,0.685,0.685,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.603,3.12E+03,Aqueous,0.733,2.48E-07,15.6,31.2,3.05,19.6,0.196,2.08E+03,1,7.32,7.76E+03,3.82E+03,0.000601,100%,5,5,0,No Offset,4,3,,,,,1,1.50E-06,2.58,5.16,0.11,4.25,0.0018,30.9,2.32,83.9
134,45.584C,OK,7/23/19,14:30:37,1.73E+08,45.6,0.0398,1.03E+06,2.25E+04,100,0,1.03E+06,2.25E+04,51,0.25,1,0.848,0.685,0.685,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.603,3.12E+03,Aqueous,0.733,2.48E-07,15.6,31.2,3.05,19.6,0.196,2.08E+03,1,7.32,7.76E+03,3.82E+03,0.000601,100%,5,5,0,No Offset,4,3,,,,,2,2.06E-07,18.8,37.5,5.27,28.1,0.0789,3.21E+03,96.2,15.3
134,45.584C,OK,7/23/19,14:30:37,1.73E+08,45.6,0.0398,1.03E+06,2.25E+04,100,0,1.03E+06,2.25E+04,51,0.25,1,0.848,0.685,0.685,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.603,3.12E+03,Aqueous,0.733,2.48E-07,15.6,31.2,3.05,19.6,0.196,2.08E+03,1,7.32,7.76E+03,3.82E+03,0.000601,100%,5,5,0,No Offset,4,3,,,,,3,1.14E-09,3.38E+03,6.77E+03,452,13.3,0.0178,6.10E+08,1.45,0.781
135,45.750C,OK,7/23/19,14:31:17,1.73E+08,45.8,0.0396,1.13E+06,2.55E+04,100,0,1.13E+06,2.55E+04,51,0.25,1,0.846,0.75,0.75,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.601,3.12E+03,Aqueous,0.731,2.39E-07,16.3,32.6,2.87,17.6,0.176,2.31E+03,0.999,10,7.53E+03,3.35E+03,0.000938,100%,5,5,0,No Offset,2,2,,,,,1,2.32E-06,1.68,3.35,0.228,13.6,0.0186,11.3,1.42,93.6
135,45.750C,OK,7/23/19,14:31:17,1.73E+08,45.8,0.0396,1.13E+06,2.55E+04,100,0,1.13E+06,2.55E+04,51,0.25,1,0.846,0.75,0.75,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.601,3.12E+03,Aqueous,0.731,2.39E-07,16.3,32.6,2.87,17.6,0.176,2.31E+03,0.999,10,7.53E+03,3.35E+03,0.000938,100%,5,5,0,No Offset,2,2,,,,,2,2.00E-07,19.5,39,5.44,27.9,0.0778,3.51E+03,98.6,6.37
136,45.917C,OK,7/23/19,14:31:57,1.73E+08,45.9,0.0399,1.23E+06,3.08E+04,100,0,1.23E+06,3.08E+04,51,0.25,1,0.844,0.83,0.829,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.599,3.12E+03,Aqueous,0.723,2.28E-07,17.1,34.1,3.25,19,0.19,2.57E+03,1,7.16,7.15E+03,3.42E+03,0.000653,100%,5,5,0,No Offset,2,2,,,,,1,2.33E-06,1.67,3.35,0.237,14.1,0.02,11.2,1.12,91.8
136,45.917C,OK,7/23/19,14:31:57,1.73E+08,45.9,0.0399,1.23E+06,3.08E+04,100,0,1.23E+06,3.08E+04,51,0.25,1,0.844,0.83,0.829,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.599,3.12E+03,Aqueous,0.723,2.28E-07,17.1,34.1,3.25,19,0.19,2.57E+03,1,7.16,7.15E+03,3.42E+03,0.000653,100%,5,5,0,No Offset,2,2,,,,,2,1.83E-07,21.4,42.7,7.88,36.9,0.136,4.34E+03,98.9,8.24
137,46.085C,OK,7/23/19,14:32:36,1.73E+08,46.1,0.0402,1.38E+06,5.34E+04,100,0,1.38E+06,5.34E+04,51,0.25,1,0.841,0.925,0.924,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.598,3.12E+03,Aqueous,0.709,2.15E-07,18.2,36.3,4.05,22.3,0.223,2.97E+03,1,5.28,6.50E+03,3.87E+03,0.000662,80%,5,4,1,No Offset,6,3,,,,,1,1.63E-06,2.39,4.79,0.288,12,0.0145,25.9,1.58,87.1
137,46.085C,OK,7/23/19,14:32:36,1.73E+08,46.1,0.0402,1.38E+06,5.34E+04,100,0,1.38E+06,5.34E+04,51,0.25,1,0.841,0.925,0.924,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.598,3.12E+03,Aqueous,0.709,2.15E-07,18.2,36.3,4.05,22.3,0.223,2.97E+03,1,5.28,6.50E+03,3.87E+03,0.000662,80%,5,4,1,No Offset,6,3,,,,,2,2.03E-07,19.3,38.6,3.98,20.6,0.0425,3.42E+03,95.8,12.7
137,46.085C,OK,7/23/19,14:32:36,1.73E+08,46.1,0.0402,1.38E+06,5.34E+04,100,0,1.38E+06,5.34E+04,51,0.25,1,0.841,0.925,0.924,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.598,3.12E+03,Aqueous,0.709,2.15E-07,18.2,36.3,4.05,22.3,0.223,2.97E+03,1,5.28,6.50E+03,3.87E+03,0.000662,80%,5,4,1,No Offset,6,3,,,,,3,1.17E-08,333,666,33.7,10.1,0.0102,2.69E+06,2.6,0.23
138,46.253C,OK,7/23/19,14:33:16,1.73E+08,46.3,0.0402,1.47E+06,3.64E+04,100,0,1.47E+06,3.64E+04,51,0.25,1,0.839,1.02,1.02,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.596,3.12E+03,Aqueous,0.705,2.16E-07,18.2,36.4,3.46,19,0.19,2.99E+03,1,4.83,6.76E+03,3.23E+03,0.000587,100%,5,5,0,No Offset,2,2,,,,,1,1.78E-06,2.21,4.41,0.304,13.8,0.019,21.4,1.27,87
138,46.253C,OK,7/23/19,14:33:16,1.73E+08,46.3,0.0402,1.47E+06,3.64E+04,100,0,1.47E+06,3.64E+04,51,0.25,1,0.839,1.02,1.02,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.596,3.12E+03,Aqueous,0.705,2.16E-07,18.2,36.4,3.46,19,0.19,2.99E+03,1,4.83,6.76E+03,3.23E+03,0.000587,100%,5,5,0,No Offset,2,2,,,,,2,1.73E-07,22.7,45.5,8.15,35.9,0.129,5.03E+03,98.7,13
139,46.421C,OK,7/23/19,14:33:56,1.73E+08,46.4,0.0398,1.61E+06,4.68E+04,100,0,1.61E+06,4.68E+04,51,0.25,1,0.837,1.13,1.13,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.594,3.12E+03,Aqueous,0.692,2.06E-07,19.2,38.3,3.52,18.4,0.184,3.37E+03,1,6.79,6.46E+03,2.98E+03,0.000682,100%,5,5,0,No Offset,2,2,,,,,1,1.61E-06,2.45,4.89,0.273,11.2,0.0125,27.3,1.69,89.9
139,46.421C,OK,7/23/19,14:33:56,1.73E+08,46.4,0.0398,1.61E+06,4.68E+04,100,0,1.61E+06,4.68E+04,51,0.25,1,0.837,1.13,1.13,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.594,3.12E+03,Aqueous,0.692,2.06E-07,19.2,38.3,3.52,18.4,0.184,3.37E+03,1,6.79,6.46E+03,2.98E+03,0.000682,100%,5,5,0,No Offset,2,2,,,,,2,1.69E-07,23.3,46.7,7.07,30.3,0.0919,5.34E+03,98.3,10.1
140,46.587C,OK,7/23/19,14:34:36,1.73E+08,46.6,0.0394,1.78E+06,5.26E+04,100,0,1.78E+06,5.26E+04,51,0.25,1,0.834,1.25,1.25,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.592,3.12E+03,Aqueous,0.676,1.98E-07,19.9,39.9,3.54,17.8,0.178,3.70E+03,1,6.63,6.25E+03,2.80E+03,0.000796,100%,5,5,0,No Offset,2,2,,,,,1,1.65E-06,2.39,4.78,0.301,12.6,0.0159,25.8,1.3,88.1
140,46.587C,OK,7/23/19,14:34:36,1.73E+08,46.6,0.0394,1.78E+06,5.26E+04,100,0,1.78E+06,5.26E+04,51,0.25,1,0.834,1.25,1.25,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.592,3.12E+03,Aqueous,0.676,1.98E-07,19.9,39.9,3.54,17.8,0.178,3.70E+03,1,6.63,6.25E+03,2.80E+03,0.000796,100%,5,5,0,No Offset,2,2,,,,,2,1.62E-07,24.3,48.7,8,32.8,0.108,5.90E+03,98.7,11.9
141,46.750C,OK,7/23/19,14:35:16,1.73E+08,46.7,0.0387,1.94E+06,9.32E+04,100,0,1.94E+06,9.32E+04,51,0.25,1,0.829,1.4,1.4,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.591,3.12E+03,Aqueous,0.664,1.90E-07,20.9,41.8,4.03,19.3,0.193,4.13E+03,1,6.31,5.93E+03,2.87E+03,0.000531,100%,5,5,0,No Offset,3,2,,,,,1,1.21E-06,3.29,6.57,0.324,9.87,0.00975,54.5,2.38,87.2
141,46.750C,OK,7/23/19,14:35:16,1.73E+08,46.7,0.0387,1.94E+06,9.32E+04,100,0,1.94E+06,9.32E+04,51,0.25,1,0.829,1.4,1.4,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.591,3.12E+03,Aqueous,0.664,1.90E-07,20.9,41.8,4.03,19.3,0.193,4.13E+03,1,6.31,5.93E+03,2.87E+03,0.000531,100%,5,5,0,No Offset,3,2,,,,,2,1.58E-07,25.1,50.2,6.77,26.9,0.0726,6.35E+03,97.6,12.8
142,46.914C,OK,7/23/19,14:35:56,1.73E+08,46.9,0.0398,2.11E+06,8.97E+04,100,0,2.11E+06,8.97E+04,51,0.25,1,0.828,1.55,1.55,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.589,3.12E+03,Aqueous,0.646,1.84E-07,21.6,43.2,3.79,17.5,0.175,4.47E+03,1,5.66,5.81E+03,2.57E+03,0.000607,100%,5,5,0,No Offset,2,2,,,,,1,1.08E-06,3.67,7.35,0.433,11.8,0.0139,70.7,2.54,86
142,46.914C,OK,7/23/19,14:35:56,1.73E+08,46.9,0.0398,2.11E+06,8.97E+04,100,0,2.11E+06,8.97E+04,51,0.25,1,0.828,1.55,1.55,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.589,3.12E+03,Aqueous,0.646,1.84E-07,21.6,43.2,3.79,17.5,0.175,4.47E+03,1,5.66,5.81E+03,2.57E+03,0.000607,100%,5,5,0,No Offset,2,2,,,,,2,1.53E-07,26,52,6.36,24.5,0.0599,6.89E+03,97.5,14
143,47.082C,OK,7/23/19,14:36:36,1.73E+08,47.1,0.0404,2.35E+06,8.63E+04,100,0,2.35E+06,8.63E+04,51,0.25,1,0.825,1.74,1.74,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.587,3.12E+03,Aqueous,0.632,1.76E-07,22.7,45.3,4.16,18.3,0.183,4.99E+03,1,3.7,5.54E+03,2.55E+03,0.000554,100%,5,5,0,No Offset,3,2,,,,,1,1.50E-06,2.66,5.31,0.455,17.1,0.0293,33.1,1.02,85
143,47.082C,OK,7/23/19,14:36:36,1.73E+08,47.1,0.0404,2.35E+06,8.63E+04,100,0,2.35E+06,8.63E+04,51,0.25,1,0.825,1.74,1.74,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.587,3.12E+03,Aqueous,0.632,1.76E-07,22.7,45.3,4.16,18.3,0.183,4.99E+03,1,3.7,5.54E+03,2.55E+03,0.000554,100%,5,5,0,No Offset,3,2,,,,,2,1.41E-07,28.2,56.4,10.6,37.5,0.14,8.34E+03,99,15
144,47.250C,OK,7/23/19,14:37:16,1.73E+08,47.3,0.0398,2.52E+06,3.54E+04,100,0,2.52E+06,3.54E+04,51,0.25,1,0.822,1.95,1.95,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.586,3.12E+03,Aqueous,0.613,1.69E-07,23.7,47.5,3.88,16.3,0.163,5.56E+03,1,5.7,5.36E+03,2.24E+03,0.000561,100%,5,5,0,No Offset,2,2,,,,,1,1.01E-06,3.98,7.97,0.544,13.7,0.0186,85.4,2.74,88.7
144,47.250C,OK,7/23/19,14:37:16,1.73E+08,47.3,0.0398,2.52E+06,3.54E+04,100,0,2.52E+06,3.54E+04,51,0.25,1,0.822,1.95,1.95,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.586,3.12E+03,Aqueous,0.613,1.69E-07,23.7,47.5,3.88,16.3,0.163,5.56E+03,1,5.7,5.36E+03,2.24E+03,0.000561,100%,5,5,0,No Offset,2,2,,,,,2,1.45E-07,27.6,55.3,3.65,13.2,0.0175,7.94E+03,97.3,11.3
