Meas Num,Item,Status,Date,Time Stamp,Time(s),Temp(C),Temp Std Dev(C),Intensity(Cnt/s),Intensity Std Dev(Cnt/s),Laser Power(%),Attenuation Level(%),Normalized Intensity(Cnt/s),Normalized Intensity Std Dev(Cnt/s),Set Temp(C),Temp Ramp Rate(C/sec),Laser Monitor(V),Forward Monitor(V),Static Scattering Detector(V),Normalized Static Scattering Detector,Disposable Cuvette,Acq Time(s),Sample,Mw-R Model,Conc(mg/mL),dn/dC(mL/g),A2(mol mL/g^2),RG Model,Cuvette,Solvent Name,Solv Rfr Idx,Solv Visc(cp),Cauchy Coef(nm²),Temperature Model,Amp,Diffusion Coefficient(cm²/s),Radius(nm),Diameter(nm),Pd(nm),%Pd,Pd Index,Mw-R(kDa),Baseline,SOS,Lambda(1/s),Sigma(1/s²),RMS Error,% Acqs Unmarked,# Acqs,# Acqs Unmarked,# Acqs Marked,Mw-S(Da),#Peaks,#Peaks in Range,D10(nm),D50(nm),D90(nm),Span (D90 - D10)/D50,Peak Num,Peak Diffusion Coefficient(cm²/s) (I),Peak Radius(nm) (I),Peak Diameter(nm) (I),Peak Pd(nm) (I),Peak %Pd (I),Peak Pd Index (I),Peak Mw-R(kDa) (I),Peak %Intensity (I),Peak %Mass (I)
48,36.543C,OK,2/13/20,16:17:59,1.91E+08,36.5,0.0398,1.02E+05,1.18E+03,100,0,1.02E+05,1.18E+03,51,0.25,1,0.878,0.0577,0.0577,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.71,3.12E+03,Aqueous,0.574,1.05E-06,3.04,6.07,0.519,17.1,0.171,45.3,1,20.9,3.32E+04,1.44E+04,0.00222,100%,5,5,0,2.12E+04,2,1,,,,,1,8.29E-07,3.85,7.69,1.53,39.7,0.158,78.7,100,100
49,36.703C,OK,2/13/20,16:18:37,1.91E+08,36.7,0.0404,1.04E+05,762,100,0,1.04E+05,762,51,0.25,1,0.878,0.0583,0.0583,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.708,3.12E+03,Aqueous,0.574,1.03E-06,3.1,6.2,0.576,18.6,0.186,47.5,1,18.1,3.25E+04,1.51E+04,0.00203,100%,5,5,0,2.14E+04,2,1,,,,,1,8.24E-07,3.89,7.77,1.3,33.3,0.111,80.7,100,100
50,36.864C,OK,2/13/20,16:19:16,1.91E+08,36.9,0.0395,1.03E+05,571,100,0,1.03E+05,571,51,0.25,1,0.878,0.0627,0.0626,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.706,3.12E+03,Aqueous,0.569,1.03E-06,3.12,6.24,0.51,16.3,0.163,48.3,1,18.1,3.27E+04,1.37E+04,0.00215,100%,5,5,0,2.34E+04,3,2,,,,,1,8.52E-07,3.77,7.55,1.4,37.2,0.139,75.3,98.7,100
50,36.864C,OK,2/13/20,16:19:16,1.91E+08,36.9,0.0395,1.03E+05,571,100,0,1.03E+05,571,51,0.25,1,0.878,0.0627,0.0626,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.706,3.12E+03,Aqueous,0.569,1.03E-06,3.12,6.24,0.51,16.3,0.163,48.3,1,18.1,3.27E+04,1.37E+04,0.00215,100%,5,5,0,2.34E+04,3,2,,,,,2,1.14E-09,2.81E+03,5.62E+03,736,26.2,0.0685,3.95E+08,1.33,0.0248
51,37.026C,OK,2/13/20,16:19:55,1.91E+08,37,0.0396,1.05E+05,1.66E+03,100,0,1.05E+05,1.66E+03,51,0.25,1,0.879,0.0601,0.0601,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.704,3.12E+03,Aqueous,0.574,1.02E-06,3.15,6.29,0.616,19.6,0.196,49.2,1,23.6,3.20E+04,1.57E+04,0.00252,100%,5,5,0,2.23E+04,2,1,,,,,1,7.63E-07,4.22,8.45,2,47.3,0.223,98,100,100
52,37.188C,OK,2/13/20,16:20:34,1.91E+08,37.2,0.0397,1.52E+05,4.67E+04,100,0,1.52E+05,4.67E+04,51,0.25,1,0.879,0.0675,0.0675,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.702,3.12E+03,Aqueous,0,0.00156,0.00207,0.00415,0,0,0,1.77E-06,1,1.00E+07,1.00E+07,0,0,0%,5,0,5,2.57E+04,0,0,,,,,,,,,,,,,,
53,37.353C,OK,2/13/20,16:21:13,1.91E+08,37.4,0.0405,1.36E+05,2.31E+04,100,0,1.36E+05,2.31E+04,51,0.25,1,0.879,0.0626,0.0626,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.7,3.12E+03,Aqueous,0.559,1.00E-06,3.25,6.51,0.712,21.9,0.219,53.3,1,75.4,3.04E+04,1.74E+04,0.00495,20%,5,1,4,2.35E+04,4,2,,,,,1,7.90E-07,4.12,8.24,1.91,46.4,0.215,92.4,98.2,100
53,37.353C,OK,2/13/20,16:21:13,1.91E+08,37.4,0.0405,1.36E+05,2.31E+04,100,0,1.36E+05,2.31E+04,51,0.25,1,0.879,0.0626,0.0626,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.7,3.12E+03,Aqueous,0.559,1.00E-06,3.25,6.51,0.712,21.9,0.219,53.3,1,75.4,3.04E+04,1.74E+04,0.00495,20%,5,1,4,2.35E+04,4,2,,,,,2,1.31E-09,2.48E+03,4.96E+03,1.44E+03,58.2,0.339,2.94E+08,1.77,0.044
54,37.517C,OK,2/13/20,16:21:53,1.91E+08,37.5,0.0404,1.04E+05,4.41E+03,100,0,1.04E+05,4.41E+03,51,0.25,1,0.879,0.058,0.0579,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.697,3.12E+03,Aqueous,0.556,1.02E-06,3.18,6.36,0.445,14,0.14,50.5,1,24.7,3.27E+04,1.22E+04,0.00289,60%,5,3,2,2.13E+04,3,1,,,,,1,9.50E-07,3.43,6.87,1.02,29.7,0.0881,60.3,100,100
55,37.680C,OK,2/13/20,16:22:32,1.91E+08,37.7,0.0401,1.02E+05,1.44E+03,100,0,1.02E+05,1.44E+03,51,0.25,1,0.88,0.0581,0.058,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.695,3.12E+03,Aqueous,0.571,1.04E-06,3.15,6.3,0.525,16.7,0.167,49.3,1,16.1,3.29E+04,1.40E+04,0.00201,100%,5,5,0,2.13E+04,3,2,,,,,1,9.00E-07,3.64,7.28,1.07,29.5,0.087,69.1,97.1,100
55,37.680C,OK,2/13/20,16:22:32,1.91E+08,37.7,0.0401,1.02E+05,1.44E+03,100,0,1.02E+05,1.44E+03,51,0.25,1,0.88,0.0581,0.058,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.695,3.12E+03,Aqueous,0.571,1.04E-06,3.15,6.3,0.525,16.7,0.167,49.3,1,16.1,3.29E+04,1.40E+04,0.00201,100%,5,5,0,2.13E+04,3,2,,,,,2,5.70E-09,575,1.15E+03,78.6,13.7,0.0187,9.64E+06,2.87,0.0173
56,37.843C,OK,2/13/20,16:23:11,1.91E+08,37.8,0.0399,1.00E+05,878,100,0,1.00E+05,878,51,0.25,1,0.88,0.059,0.059,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.693,3.12E+03,Aqueous,0.574,1.05E-06,3.12,6.23,0.566,18.2,0.182,48.1,1,22.5,3.32E+04,1.52E+04,0.00244,100%,5,5,0,2.18E+04,3,1,,,,,1,8.19E-07,4.01,8.01,1.68,41.9,0.175,86.5,100,100
57,38.006C,OK,2/13/20,16:23:50,1.91E+08,38,0.0399,1.01E+05,897,100,0,1.01E+05,897,51,0.25,1,0.88,0.0596,0.0595,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.691,3.12E+03,Aqueous,0.577,1.05E-06,3.13,6.27,0.59,18.8,0.188,48.8,1,18.4,3.30E+04,1.56E+04,0.00225,100%,5,5,0,2.20E+04,3,2,,,,,1,8.62E-07,3.82,7.65,1.42,37.2,0.138,77.7,97,100
57,38.006C,OK,2/13/20,16:23:50,1.91E+08,38,0.0399,1.01E+05,897,100,0,1.01E+05,897,51,0.25,1,0.88,0.0596,0.0595,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.691,3.12E+03,Aqueous,0.577,1.05E-06,3.13,6.27,0.59,18.8,0.188,48.8,1,18.4,3.30E+04,1.56E+04,0.00225,100%,5,5,0,2.20E+04,3,2,,,,,2,3.09E-08,107,214,19.1,17.9,0.032,1.88E+05,3.04,0.00589
58,38.168C,OK,2/13/20,16:24:29,1.91E+08,38.2,0.0398,9.96E+04,1.02E+03,100,0,9.96E+04,1.02E+03,51,0.25,1,0.881,0.0585,0.0584,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.689,3.12E+03,Aqueous,0.572,1.07E-06,3.1,6.21,0.516,16.6,0.166,47.7,1,26.6,3.38E+04,1.43E+04,0.00238,100%,5,5,0,2.15E+04,2,1,,,,,1,8.63E-07,3.84,7.67,1.35,35.1,0.123,78.2,100,100
59,38.331C,OK,2/13/20,16:25:08,1.91E+08,38.3,0.0399,1.07E+05,6.58E+03,100,0,1.07E+05,6.58E+03,51,0.25,1,0.881,0.0615,0.0614,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.687,3.12E+03,Aqueous,0.572,1.01E-06,3.28,6.56,0.737,22.5,0.225,54.2,1,14.1,3.04E+04,1.84E+04,0.00194,100%,5,5,0,2.29E+04,4,2,,,,,1,8.91E-07,3.73,7.45,1.11,29.7,0.088,73.1,92.8,100
59,38.331C,OK,2/13/20,16:25:08,1.91E+08,38.3,0.0399,1.07E+05,6.58E+03,100,0,1.07E+05,6.58E+03,51,0.25,1,0.881,0.0615,0.0614,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.687,3.12E+03,Aqueous,0.572,1.01E-06,3.28,6.56,0.737,22.5,0.225,54.2,1,14.1,3.04E+04,1.84E+04,0.00194,100%,5,5,0,2.29E+04,4,2,,,,,2,6.23E-09,533,1.07E+03,111,20.8,0.0432,8.07E+06,7.16,0.0426
60,38.494C,OK,2/13/20,16:25:47,1.91E+08,38.5,0.0398,1.49E+05,3.32E+04,100,0,1.49E+05,3.32E+04,51,0.25,1,0.882,0.0646,0.0646,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.685,3.12E+03,Aqueous,0,0.00156,0.00213,0.00427,0,0,0,1.90E-06,1,1.00E+07,1.00E+07,0,0,0%,5,0,5,2.43E+04,0,0,,,,,,,,,,,,,,
61,38.658C,OK,2/13/20,16:26:27,1.91E+08,38.7,0.0397,1.15E+05,8.12E+03,100,0,1.15E+05,8.12E+03,51,0.25,1,0.882,0.0615,0.0615,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.682,3.12E+03,Aqueous,0.586,9.39E-07,3.57,7.13,0.845,23.7,0.237,66,1,20.2,2.66E+04,1.96E+04,0.00231,80%,5,4,1,2.29E+04,4,2,,,,,1,8.35E-07,4.01,8.02,1.52,37.9,0.143,86.7,93.1,100
61,38.658C,OK,2/13/20,16:26:27,1.91E+08,38.7,0.0397,1.15E+05,8.12E+03,100,0,1.15E+05,8.12E+03,51,0.25,1,0.882,0.0615,0.0615,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.682,3.12E+03,Aqueous,0.586,9.39E-07,3.57,7.13,0.845,23.7,0.237,66,1,20.2,2.66E+04,1.96E+04,0.00231,80%,5,4,1,2.29E+04,4,2,,,,,2,1.32E-08,253,507,70.3,27.7,0.077,1.42E+06,6.94,0.0194
62,38.822C,OK,2/13/20,16:27:06,1.91E+08,38.8,0.0406,1.07E+05,7.52E+03,100,0,1.07E+05,7.52E+03,51,0.25,1,0.882,0.0597,0.0596,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.68,3.12E+03,Aqueous,0.581,9.87E-07,3.4,6.8,0.762,22.4,0.224,58.9,1,21.9,2.97E+04,1.79E+04,0.00254,100%,5,5,0,2.21E+04,4,2,,,,,1,8.31E-07,4.04,8.07,1.67,41.4,0.172,88.1,95.1,99.9
62,38.822C,OK,2/13/20,16:27:06,1.91E+08,38.8,0.0406,1.07E+05,7.52E+03,100,0,1.07E+05,7.52E+03,51,0.25,1,0.882,0.0597,0.0596,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.68,3.12E+03,Aqueous,0.581,9.87E-07,3.4,6.8,0.762,22.4,0.224,58.9,1,21.9,2.97E+04,1.79E+04,0.00254,100%,5,5,0,2.21E+04,4,2,,,,,2,2.61E-09,1.28E+03,2.57E+03,443,34.5,0.119,6.33E+07,4.91,0.0549
63,38.986C,OK,2/13/20,16:27:45,1.91E+08,39,0.0399,1.03E+05,3.84E+03,100,0,1.03E+05,3.84E+03,51,0.25,1,0.883,0.0591,0.059,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.678,3.12E+03,Aqueous,0.593,1.02E-06,3.31,6.62,0.689,20.8,0.208,55.5,1,17.2,3.14E+04,1.67E+04,0.00211,100%,5,5,0,2.18E+04,4,2,,,,,1,8.93E-07,3.77,7.55,1.14,30.2,0.0914,75.3,94.6,100
63,38.986C,OK,2/13/20,16:27:45,1.91E+08,39,0.0399,1.03E+05,3.84E+03,100,0,1.03E+05,3.84E+03,51,0.25,1,0.883,0.0591,0.059,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.678,3.12E+03,Aqueous,0.593,1.02E-06,3.31,6.62,0.689,20.8,0.208,55.5,1,17.2,3.14E+04,1.67E+04,0.00211,100%,5,5,0,2.18E+04,4,2,,,,,2,1.55E-08,218,435,40.5,18.6,0.0347,9.92E+05,5.44,0.0155
64,39.149C,OK,2/13/20,16:28:24,1.91E+08,39.1,0.0399,9.74E+04,994,100,0,9.74E+04,994,51,0.25,1,0.883,0.059,0.059,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.676,3.12E+03,Aqueous,0.588,1.07E-06,3.15,6.3,0.511,16.2,0.162,49.3,1,29.9,3.40E+04,1.41E+04,0.00266,100%,5,5,0,2.17E+04,2,1,,,,,1,8.68E-07,3.89,7.79,1.39,35.8,0.128,81,100,100
65,39.312C,OK,2/13/20,16:29:04,1.91E+08,39.3,0.04,9.70E+04,746,100,0,9.70E+04,746,51,0.25,1,0.883,0.0589,0.0588,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.674,3.12E+03,Aqueous,0.587,1.07E-06,3.17,6.33,0.472,14.9,0.149,50,1,21.8,3.41E+04,1.33E+04,0.00256,100%,5,5,0,2.17E+04,2,1,,,,,1,8.62E-07,3.94,7.87,1.59,40.4,0.163,83.1,100,100
66,39.474C,OK,2/13/20,16:29:43,1.91E+08,39.5,0.0397,1.11E+05,1.27E+04,100,0,1.11E+05,1.27E+04,51,0.25,1,0.884,0.0592,0.0592,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.672,3.12E+03,Aqueous,0.601,1.04E-06,3.27,6.55,0.647,19.8,0.198,54,1,40.1,3.24E+04,1.61E+04,0.00373,40%,5,2,3,2.18E+04,3,2,,,,,1,8.84E-07,3.85,7.71,1.68,43.6,0.19,79.1,97.9,100
66,39.474C,OK,2/13/20,16:29:43,1.91E+08,39.5,0.0397,1.11E+05,1.27E+04,100,0,1.11E+05,1.27E+04,51,0.25,1,0.884,0.0592,0.0592,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.672,3.12E+03,Aqueous,0.601,1.04E-06,3.27,6.55,0.647,19.8,0.198,54,1,40.1,3.24E+04,1.61E+04,0.00373,40%,5,2,3,2.18E+04,3,2,,,,,2,1.34E-09,2.55E+03,5.10E+03,878,34.4,0.119,3.14E+08,2.06,0.0362
67,39.640C,OK,2/13/20,16:30:22,1.91E+08,39.6,0.0396,9.75E+04,1.10E+03,100,0,9.75E+04,1.10E+03,51,0.25,1,0.885,0.0591,0.0591,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.67,3.12E+03,Aqueous,0.596,1.08E-06,3.15,6.31,0.538,17,0.17,49.5,1,23.8,3.43E+04,1.48E+04,0.00249,100%,5,5,0,2.18E+04,3,2,,,,,1,9.36E-07,3.65,7.3,1.09,29.9,0.0893,69.5,96.4,100
67,39.640C,OK,2/13/20,16:30:22,1.91E+08,39.6,0.0396,9.75E+04,1.10E+03,100,0,9.75E+04,1.10E+03,51,0.25,1,0.885,0.0591,0.0591,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.67,3.12E+03,Aqueous,0.596,1.08E-06,3.15,6.31,0.538,17,0.17,49.5,1,23.8,3.43E+04,1.48E+04,0.00249,100%,5,5,0,2.18E+04,3,2,,,,,2,1.27E-08,269,537,36.4,13.6,0.0184,1.63E+06,3.6,0.0115
68,39.800C,OK,2/13/20,16:31:01,1.91E+08,39.8,0.0407,1.15E+05,1.92E+04,100,0,1.15E+05,1.92E+04,51,0.25,1,0.885,0.0657,0.0657,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.668,3.12E+03,Aqueous,0.602,1.05E-06,3.26,6.51,0.555,17,0.17,53.3,1,44.3,3.33E+04,1.44E+04,0.00366,40%,5,2,3,2.48E+04,3,2,,,,,1,8.71E-07,3.94,7.87,1.57,39.8,0.159,83.1,96.6,100
68,39.800C,OK,2/13/20,16:31:01,1.91E+08,39.8,0.0407,1.15E+05,1.92E+04,100,0,1.15E+05,1.92E+04,51,0.25,1,0.885,0.0657,0.0657,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.668,3.12E+03,Aqueous,0.602,1.05E-06,3.26,6.51,0.555,17,0.17,53.3,1,44.3,3.33E+04,1.44E+04,0.00366,40%,5,2,3,2.48E+04,3,2,,,,,2,2.86E-08,120,240,25.8,21.5,0.0464,2.46E+05,3.39,0.00656
69,39.963C,OK,2/13/20,16:31:39,1.91E+08,40,0.04,9.80E+04,3.64E+03,100,0,9.80E+04,3.64E+03,51,0.25,1,0.885,0.0581,0.058,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.666,3.12E+03,Aqueous,0.597,1.08E-06,3.18,6.36,0.503,15.8,0.158,50.5,1,17.1,3.44E+04,1.40E+04,0.00227,80%,5,4,1,2.13E+04,4,2,,,,,1,9.65E-07,3.57,7.14,1.01,28.3,0.0799,66.1,96.7,100
69,39.963C,OK,2/13/20,16:31:39,1.91E+08,40,0.04,9.80E+04,3.64E+03,100,0,9.80E+04,3.64E+03,51,0.25,1,0.885,0.0581,0.058,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.666,3.12E+03,Aqueous,0.597,1.08E-06,3.18,6.36,0.503,15.8,0.158,50.5,1,17.1,3.44E+04,1.40E+04,0.00227,80%,5,4,1,2.13E+04,4,2,,,,,2,9.19E-09,375,749,68.2,18.2,0.0331,3.54E+06,3.26,0.0114
70,40.122C,OK,2/13/20,16:32:18,1.91E+08,40.1,0.0393,9.87E+04,3.30E+03,100,0,9.87E+04,3.30E+03,51,0.25,1,0.886,0.0591,0.0591,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.664,3.12E+03,Aqueous,0.604,1.06E-06,3.26,6.52,0.592,18.2,0.182,53.4,1,19.2,3.34E+04,1.52E+04,0.00238,100%,5,5,0,2.18E+04,4,2,,,,,1,8.44E-07,4.09,8.18,1.79,43.7,0.191,90.9,98.5,100
70,40.122C,OK,2/13/20,16:32:18,1.91E+08,40.1,0.0393,9.87E+04,3.30E+03,100,0,9.87E+04,3.30E+03,51,0.25,1,0.886,0.0591,0.0591,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.664,3.12E+03,Aqueous,0.604,1.06E-06,3.26,6.52,0.592,18.2,0.182,53.4,1,19.2,3.34E+04,1.52E+04,0.00238,100%,5,5,0,2.18E+04,4,2,,,,,2,5.59E-09,618,1.24E+03,162,26.2,0.0689,1.14E+07,1.53,0.00782
71,40.280C,OK,2/13/20,16:32:56,1.91E+08,40.3,0.0399,1.01E+05,1.21E+04,100,0,1.01E+05,1.21E+04,51,0.25,1,0.886,0.059,0.059,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.662,3.12E+03,Aqueous,0.603,1.09E-06,3.17,6.35,0.582,18.3,0.183,50.2,1,30.9,3.44E+04,1.58E+04,0.00298,80%,5,4,1,2.17E+04,2,1,,,,,1,8.42E-07,4.12,8.23,1.82,44.2,0.195,92.3,100,100
72,40.438C,OK,2/13/20,16:33:34,1.91E+08,40.4,0.04,1.23E+05,4.97E+04,100,0,1.23E+05,4.97E+04,51,0.25,1,0.887,0.0605,0.0605,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.66,3.12E+03,Aqueous,0.607,9.94E-07,3.5,6.99,Multimodal,Multimodal,Multimodal,63,1.01,158,0.0806,3.99E+04,0.00341,80%,5,4,1,2.24E+04,3,2,,,,,1,8.92E-07,3.9,7.79,1.6,41,0.168,81.1,97.6,100
72,40.438C,OK,2/13/20,16:33:34,1.91E+08,40.4,0.04,1.23E+05,4.97E+04,100,0,1.23E+05,4.97E+04,51,0.25,1,0.887,0.0605,0.0605,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.66,3.12E+03,Aqueous,0.607,9.94E-07,3.5,6.99,Multimodal,Multimodal,Multimodal,63,1.01,158,0.0806,3.99E+04,0.00341,80%,5,4,1,2.24E+04,3,2,,,,,2,5.33E-09,651,1.30E+03,170,26.2,0.0684,1.29E+07,2.43,0.013
73,40.599C,OK,2/13/20,16:34:13,1.91E+08,40.6,0.0407,9.58E+04,1.07E+03,100,0,9.58E+04,1.07E+03,51,0.25,1,0.887,0.0596,0.0596,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.658,3.12E+03,Aqueous,0.606,1.09E-06,3.21,6.41,0.505,15.8,0.158,51.4,1,27.6,3.46E+04,1.41E+04,0.00287,100%,5,5,0,2.20E+04,3,1,,,,,1,8.79E-07,3.97,7.94,1.63,41,0.168,84.8,100,100
74,40.759C,OK,2/13/20,16:34:51,1.91E+08,40.8,0.0402,9.93E+04,2.12E+03,100,0,9.93E+04,2.12E+03,51,0.25,1,0.887,0.0585,0.0585,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.656,3.12E+03,Aqueous,0.621,1.05E-06,3.34,6.68,0.705,21.1,0.211,56.6,1,24.4,3.23E+04,1.75E+04,0.00252,100%,5,5,0,2.15E+04,4,2,,,,,1,9.27E-07,3.78,7.56,1.11,29.4,0.0865,75.6,95.7,100
74,40.759C,OK,2/13/20,16:34:51,1.91E+08,40.8,0.0402,9.93E+04,2.12E+03,100,0,9.93E+04,2.12E+03,51,0.25,1,0.887,0.0585,0.0585,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.656,3.12E+03,Aqueous,0.621,1.05E-06,3.34,6.68,0.705,21.1,0.211,56.6,1,24.4,3.23E+04,1.75E+04,0.00252,100%,5,5,0,2.15E+04,4,2,,,,,2,1.15E-08,305,611,58.8,19.3,0.0371,2.19E+06,4.28,0.0166
75,40.919C,OK,2/13/20,16:35:29,1.91E+08,40.9,0.0395,9.77E+04,1.52E+03,100,0,9.77E+04,1.52E+03,51,0.25,1,0.888,0.0586,0.0585,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.655,3.12E+03,Aqueous,0.61,1.08E-06,3.26,6.52,0.598,18.3,0.183,53.5,1,22.9,3.39E+04,1.56E+04,0.00262,100%,5,5,0,2.15E+04,4,2,,,,,1,8.83E-07,3.98,7.95,1.63,41,0.168,85.1,97.9,100
75,40.919C,OK,2/13/20,16:35:29,1.91E+08,40.9,0.0395,9.77E+04,1.52E+03,100,0,9.77E+04,1.52E+03,51,0.25,1,0.888,0.0586,0.0585,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.655,3.12E+03,Aqueous,0.61,1.08E-06,3.26,6.52,0.598,18.3,0.183,53.5,1,22.9,3.39E+04,1.56E+04,0.00262,100%,5,5,0,2.15E+04,4,2,,,,,2,5.27E-09,666,1.33E+03,201,30.2,0.0911,1.36E+07,2.13,0.0125
76,41.078C,OK,2/13/20,16:36:08,1.91E+08,41.1,0.0397,9.63E+04,1.67E+03,100,0,9.63E+04,1.67E+03,51,0.25,1,0.887,0.0597,0.0597,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.653,3.12E+03,Aqueous,0.607,1.05E-06,3.36,6.72,0.613,18.2,0.182,57.4,1,21.3,3.30E+04,1.51E+04,0.00265,100%,5,5,0,2.21E+04,4,2,,,,,1,8.48E-07,4.16,8.32,1.83,43.9,0.192,94.6,98.2,100
76,41.078C,OK,2/13/20,16:36:08,1.91E+08,41.1,0.0397,9.63E+04,1.67E+03,100,0,9.63E+04,1.67E+03,51,0.25,1,0.887,0.0597,0.0597,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.653,3.12E+03,Aqueous,0.607,1.05E-06,3.36,6.72,0.613,18.2,0.182,57.4,1,21.3,3.30E+04,1.51E+04,0.00265,100%,5,5,0,2.21E+04,4,2,,,,,2,4.15E-09,851,1.70E+03,281,33.1,0.109,2.41E+07,1.75,0.0131
77,41.239C,OK,2/13/20,16:36:46,1.91E+08,41.2,0.0397,9.76E+04,3.09E+03,100,0,9.76E+04,3.09E+03,51,0.25,1,0.887,0.0594,0.0593,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.33,0.651,3.12E+03,Aqueous,0.615,1.06E-06,3.32,6.65,0.591,17.8,0.178,55.9,1,20.1,3.35E+04,1.50E+04,0.00255,80%,5,4,1,2.19E+04,4,2,,,,,1,9.04E-07,3.91,7.82,1.47,37.7,0.142,81.9,96.7,100
