Meas Num,Item,Status,Date,Time Stamp,Time(s),Temp(C),Temp Std Dev(C),Intensity(Cnt/s),Intensity Std Dev(Cnt/s),Laser Power(%),Attenuation Level(%),Normalized Intensity(Cnt/s),Normalized Intensity Std Dev(Cnt/s),Set Temp(C),Temp Ramp Rate(C/sec),Laser Monitor(V),Forward Monitor(V),Static Scattering Detector(V),Normalized Static Scattering Detector,Disposable Cuvette,Acq Time(s),Sample,Mw-R Model,Conc(mg/mL),dn/dC(mL/g),A2(mol mL/g^2),RG Model,Cuvette,Solvent Name,Solv Rfr Idx,Solv Visc(cp),Cauchy Coef(nm²),Temperature Model,Amp,Diffusion Coefficient(cm²/s),Radius(nm),Diameter(nm),Pd(nm),%Pd,Pd Index,Mw-R(kDa),Baseline,SOS,Lambda(1/s),Sigma(1/s²),RMS Error,% Acqs Unmarked,# Acqs,# Acqs Unmarked,# Acqs Marked,Mw-S(Da),#Peaks,#Peaks in Range,D10(nm),D50(nm),D90(nm),Span (D90 - D10)/D50,Peak Num,Peak Diffusion Coefficient(cm²/s) (M),Peak Radius(nm) (M),Peak Diameter(nm) (M),Peak Pd(nm) (M),Peak %Pd (M),Peak Pd Index (M),Peak Mw-R(kDa) (M),Peak %Intensity (M),Peak %Mass (M)
1,Meas 6,OK,2018-08-06,17:26:39,143017000,14.9987,7.07e-005,371465,5000,100,0,371465,5000,15,5,1.00076,0.906135,0.174905,0.174772,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,1.16328,3119,Aqueous,0.783592,4.00959e-007,4.52282,9.04564,0.24851,5.49457,0.0549457,115.002,0.999829,2.66737,12836.1,2917,0.000771684,100%,5,5,0,No Offset,2,1,,,,,1,3.81251e-007,4.75662,9.51324,0.459719,9.66482,0.00934088,129.396,100,100
2,Meas 7,OK,2018-08-06,17:27:16,143017000,14.9986,0.000132,372353,4410,100,0,372353,4410,15,5,1.00076,0.906207,0.174841,0.174709,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,1.16328,3119,Aqueous,0.789411,3.99752e-007,4.53648,9.07295,0.235507,5.1914,0.051914,115.816,1.00022,2.51394,12797.5,2826.73,0.000862966,100%,5,5,0,No Offset,3,2,,,,,1,3.9685e-007,4.56965,9.1393,0.350341,7.66669,0.00587781,117.808,97.0914,99.9766
2,Meas 7,OK,2018-08-06,17:27:16,143017000,14.9986,0.000132,372353,4410,100,0,372353,4410,15,5,1.00076,0.906207,0.174841,0.174709,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,1.16328,3119,Aqueous,0.789411,3.99752e-007,4.53648,9.07295,0.235507,5.1914,0.051914,115.816,1.00022,2.51394,12797.5,2826.73,0.000862966,100%,5,5,0,No Offset,3,2,,,,,2,1.63387e-008,110.992,221.984,14.5718,13.1287,0.0172363,205471,2.90864,0.0233722
3,Meas 8,OK,2018-08-06,17:27:53,143017000,14.9978,0.000166,372377,954,100,0,372377,954,15,5,1.00076,0.906141,0.174779,0.174647,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,1.16331,3119,Aqueous,0.788855,3.99553e-007,4.53874,9.07748,0.308141,6.78913,0.0678913,115.951,0.999881,2.4035,12790.6,3232.68,0.000805762,100%,5,5,0,No Offset,2,1,,,,,1,3.69821e-007,4.90363,9.80725,1.03964,21.2015,0.0449503,138.948,100,100
4,Meas 9,OK,2018-08-06,17:28:30,143017000,14.9982,0.000274,371434,1690,100,0,371434,1690,15,5,1.00076,0.906322,0.174791,0.174659,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,1.16329,3119,Aqueous,0.788323,3.9991e-007,4.53469,9.06937,0.305613,6.73945,0.0673945,115.709,0.999928,2.38661,12802.1,3223.61,0.000701614,100%,5,5,0,No Offset,2,1,,,,,1,3.6915e-007,4.91255,9.82509,1.06198,21.6177,0.0467326,139.54,100,100
5,Meas 10,OK,2018-08-06,17:29:06,143018000,14.9989,0.0001,369614,1560,100,0,369614,1560,15,5,1.00076,0.906478,0.174828,0.174696,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,1.16327,3119,Aqueous,0.789254,4.00586e-007,4.52703,9.05407,0.247461,5.46629,0.0546629,115.253,0.99999,2.39059,12824.1,2906.76,0.000798122,100%,5,5,0,No Offset,2,1,,,,,1,3.75807e-007,4.82553,9.65105,0.900068,18.6522,0.0347905,133.825,100,100
6,15.000C,OK,2018-08-06,17:29:44,143018000,15.0003,0.00199,369881,3390,100,0,369881,3390,51,0.25,1.00076,0.906603,0.174825,0.174693,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,1.16323,3119,Aqueous,0.791462,3.9801e-007,4.55634,9.11267,0.36248,7.95552,0.0795552,117.006,0.999927,3.16907,12739.9,3489.91,0.000846475,100%,5,5,0,No Offset,2,1,,,,,1,3.62112e-007,5.00802,10.016,1.20517,24.0647,0.057911,145.968,100,100
7,15.046C,OK,2018-08-06,17:30:21,143018000,15.0464,0.0249,375573,5350,100,0,375573,5350,51,0.25,1.00076,0.906728,0.175013,0.174881,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,1.16178,3119,Aqueous,0.789688,3.99269e-007,4.54197,9.08393,0.252374,5.5565,0.055565,116.144,0.999975,3.31006,12781.9,2921.06,0.000871215,100%,5,5,0,No Offset,2,1,,,,,1,3.73647e-007,4.85342,9.70684,0.889795,18.3334,0.0336113,135.642,100,100
8,15.181C,OK,2018-08-06,17:30:58,143018000,15.1805,0.0409,371753,2220,100,0,371753,2220,51,0.25,1.00075,0.906997,0.174956,0.174824,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,1.15758,3119,Aqueous,0.786153,4.03424e-007,4.52268,9.04536,0.31609,6.989,0.06989,114.994,1.00007,2.17725,12914.4,3312.16,0.000814123,100%,5,5,0,No Offset,3,2,,,,,1,3.75377e-007,4.8606,9.72121,1.18684,24.4175,0.0596216,136.112,98.5949,99.9925
8,15.181C,OK,2018-08-06,17:30:58,143018000,15.1805,0.0409,371753,2220,100,0,371753,2220,51,0.25,1.00075,0.906997,0.174956,0.174824,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,1.15758,3119,Aqueous,0.786153,4.03424e-007,4.52268,9.04536,0.31609,6.989,0.06989,114.994,1.00007,2.17725,12914.4,3312.16,0.000814123,100%,5,5,0,No Offset,3,2,,,,,2,6.55455e-008,27.8365,55.673,3.7904,13.6167,0.0185414,8077.7,1.40514,0.00748833
