Meas Num,Item,Status,Date,Time Stamp,Time(s),Temp(C),Temp Std Dev(C),Intensity(Cnt/s),Intensity Std Dev(Cnt/s),Laser Power(%),Attenuation Level(%),Normalized Intensity(Cnt/s),Normalized Intensity Std Dev(Cnt/s),Set Temp(C),Temp Ramp Rate(C/sec),Laser Monitor(V),Forward Monitor(V),Static Scattering Detector(V),Normalized Static Scattering Detector,Disposable Cuvette,Acq Time(s),Sample,Mw-R Model,Conc(mg/mL),dn/dC(mL/g),A2(mol mL/g^2),RG Model,Cuvette,Solvent Name,Solv Rfr Idx,Solv Visc(cp),Cauchy Coef(nm²),Temperature Model,Amp,Diffusion Coefficient(cm²/s),Radius(nm),Diameter(nm),Pd(nm),%Pd,Pd Index,Mw-R(kDa),Baseline,SOS,Lambda(1/s),Sigma(1/s²),RMS Error,% Acqs Unmarked,# Acqs,# Acqs Unmarked,# Acqs Marked,Mw-S(Da),#Peaks,#Peaks in Range,D10(nm),D50(nm),D90(nm),Span (D90 - D10)/D50,Peak Num,Peak Diffusion Coefficient(cm²/s) (M),Peak Radius(nm) (M),Peak Diameter(nm) (M),Peak Pd(nm) (M),Peak %Pd (M),Peak Pd Index (M),Peak Mw-R(kDa) (M),Peak %Intensity (M),Peak %Mass (M)
1,Meas 6,OK,2018-08-09,11:21:52,143255000,24.9968,0.000324,517579,40200,100,0,517579,40200,25,5,1.0009,0.851815,0.217256,0.21706,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,0.906016,3119,Aqueous,0.726748,5.27917E-07,4.56385,9.1277,0.632339,13.8554,0.138554,117.458,1.00031,3.01338,16831.7,6275.24,0.000738091,80%,5,4,1,93719.2,2,1,,,,,1,4.71258E-07,5.11256,10.2251,1.53152,29.956,0.0897364,153.197,100,100
2,Meas 7,OK,2018-08-09,11:22:29,143255000,24.9968,0.000278,686973,143000,100,0,686973,143000,25,5,1.0009,0.854479,0.221297,0.221098,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,0.906016,3119,Aqueous,0.727363,5.09718E-07,4.7268,9.45359,1.01808,21.5385,0.215385,127.506,1.00139,5.81914,15591.7,8708.72,0.00110298,40%,5,2,3,95605.9,5,3,,,,,2,7.52576E-08,32.0145,64.029,6.12427,19.1297,0.0365944,11204.4,5.55333,0.0223075
2,Meas 7,OK,2018-08-09,11:22:29,143255000,24.9968,0.000278,686973,143000,100,0,686973,143000,25,5,1.0009,0.854479,0.221297,0.221098,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,0.906016,3119,Aqueous,0.727363,5.09718E-07,4.7268,9.45359,1.01808,21.5385,0.215385,127.506,1.00139,5.81914,15591.7,8708.72,0.00110298,40%,5,2,3,95605.9,5,3,,,,,3,3.38522E-09,711.722,1423.44,175.994,24.7279,0.0611467,15886000,3.51271,0.0748607
3,Meas 8,OK,2018-08-09,11:23:06,143255000,24.9991,0.000951,520179,52700,100,0,520179,52700,25,5,1.0009,0.856316,0.210242,0.210052,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,0.905968,3119,Aqueous,0.729013,5.30122E-07,4.54487,9.08974,0.605143,13.3149,0.133149,116.318,1.00037,2.64743,16915,6150.46,0.000771214,80%,5,4,1,90447.3,3,2,,,,,1,5.03354E-07,4.78656,9.57312,0.956596,19.985,0.0399401,131.31,97.3837,99.9781
3,Meas 8,OK,2018-08-09,11:23:06,143255000,24.9991,0.000951,520179,52700,100,0,520179,52700,25,5,1.0009,0.856316,0.210242,0.210052,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,0.905968,3119,Aqueous,0.729013,5.30122E-07,4.54487,9.08974,0.605143,13.3149,0.133149,116.318,1.00037,2.64743,16915,6150.46,0.000771214,80%,5,4,1,90447.3,3,2,,,,,2,1.00093E-08,240.711,481.421,32.6508,13.5643,0.0183991,1257190,2.61635,0.0218795
4,Meas 9,OK,2018-08-09,11:23:42,143255000,25.0025,0.000636,496802,9560,100,0,496802,9560,25,5,1.0009,0.856254,0.204357,0.204173,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,0.905898,3119,Aqueous,0.731892,5.23228E-07,4.60476,9.20951,0.602904,13.0931,0.130931,119.936,0.999892,2.16994,16699.8,6009.72,0.000620977,100%,5,5,0,87710.9,2,1,,,,,1,4.43625E-07,5.43102,10.862,1.87129,34.4557,0.118719,176.463,100,100
5,Meas 10,OK,2018-08-09,11:24:19,143255000,25.0039,0.000122,494809,13700,100,0,494809,13700,25,5,1.00091,0.857253,0.207196,0.207008,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,0.905868,3119,Aqueous,0.719014,5.32668E-07,4.52314,9.04628,0.579967,12.8222,0.128222,115.021,1.00029,2.16009,17006.6,6042.89,0.000588034,100%,5,5,0,89070.9,3,2,,,,,1,5.27742E-07,4.56536,9.13072,0.417448,9.14381,0.00836093,117.549,95.154,99.9326
5,Meas 10,OK,2018-08-09,11:24:19,143255000,25.0039,0.000122,494809,13700,100,0,494809,13700,25,5,1.00091,0.857253,0.207196,0.207008,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,0.905868,3119,Aqueous,0.719014,5.32668E-07,4.52314,9.04628,0.579967,12.8222,0.128222,115.021,1.00029,2.16009,17006.6,6042.89,0.000588034,100%,5,5,0,89070.9,3,2,,,,,2,1.92786E-08,124.975,249.949,1.67252E-14,1.33829E-14,1.79101E-32,271221,4.84601,0.0673829
6,25.0C,OK,2018-08-09,11:24:57,143255000,25.0053,0.00229,493548,11100,100,0,493548,11100,51,0.25,1.00091,0.857254,0.209163,0.208973,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,0.905839,3119,Aqueous,0.724223,5.34594E-07,4.50685,9.01371,0.632656,14.0376,0.140376,114.054,1.00017,2.58355,17039.6,6406.35,0.000674399,100%,5,5,0,89979.5,3,2,,,,,1,5.13534E-07,4.69168,9.38335,0.937857,19.9898,0.0399593,125.3,94.1759,99.9424
6,25.0C,OK,2018-08-09,11:24:57,143255000,25.0053,0.00229,493548,11100,100,0,493548,11100,51,0.25,1.00091,0.857254,0.209163,0.208973,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,0.905839,3119,Aqueous,0.724223,5.34594E-07,4.50685,9.01371,0.632656,14.0376,0.140376,114.054,1.00017,2.58355,17039.6,6406.35,0.000674399,100%,5,5,0,89979.5,3,2,,,,,2,2.06507E-08,116.671,233.341,13.3648,11.4552,0.0131221,230917,5.82405,0.0576359
