Meas Num,Item,Status,Date,Time Stamp,Time(s),Temp(C),Temp Std Dev(C),Intensity(Cnt/s),Intensity Std Dev(Cnt/s),Laser Power(%),Attenuation Level(%),Normalized Intensity(Cnt/s),Normalized Intensity Std Dev(Cnt/s),Set Temp(C),Temp Ramp Rate(C/sec),Laser Monitor(V),Forward Monitor(V),Static Scattering Detector(V),Normalized Static Scattering Detector,Disposable Cuvette,Acq Time(s),Sample,Mw-R Model,Conc(mg/mL),dn/dC(mL/g),A2(mol mL/g^2),RG Model,Cuvette,Solvent Name,Solv Rfr Idx,Solv Visc(cp),Cauchy Coef(nm²),Temperature Model,Amp,Diffusion Coefficient(cm²/s),Radius(nm),Diameter(nm),Pd(nm),%Pd,Pd Index,Mw-R(kDa),Baseline,SOS,Lambda(1/s),Sigma(1/s²),RMS Error,% Acqs Unmarked,# Acqs,# Acqs Unmarked,# Acqs Marked,Mw-S(Da),#Peaks,#Peaks in Range,D10(nm),D50(nm),D90(nm),Span (D90 - D10)/D50,Peak Num,Peak Diffusion Coefficient(cm²/s) (M),Peak Radius(nm) (M),Peak Diameter(nm) (M),Peak Pd(nm) (M),Peak %Pd (M),Peak Pd Index (M),Peak Mw-R(kDa) (M),Peak %Intensity (M),Peak %Mass (M)
1,Meas 6 (Incomplete),INCOMPLETE,2018-05-01,12:50:56,134620000,25.0091,0,422842,0,100,0,422842,0,25,5,1.00096,0.827074,0.201751,0.201558,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,0.90576,3119,Aqueous,0.676309,4.91282e-007,4.90418,9.80836,0.686805,14.0045,0.140045,138.985,1.00217,7.40181,15659.9,5878.65,0.00140728,100%,1,1,0,86725.8,3,2,,,,,1,5.14771e-007,4.6804,9.3608,0.267289,5.71081,0.00326134,124.597,96.7142,98.6243
1,Meas 6 (Incomplete),INCOMPLETE,2018-05-01,12:50:56,134620000,25.0091,0,422842,0,100,0,422842,0,25,5,1.00096,0.827074,0.201751,0.201558,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,0.90576,3119,Aqueous,0.676309,4.91282e-007,4.90418,9.80836,0.686805,14.0045,0.140045,138.985,1.00217,7.40181,15659.9,5878.65,0.00140728,100%,1,1,0,86725.8,3,2,,,,,2,7.68965e-010,3133.22,6266.44,313.728,10.013,0.0100259,509445000,3.2858,1.37566
2,Meas 7,OK,2018-05-01,12:53:48,134620000,25.0071,0.000515,420861,3060,100,0,420861,3060,25,5,1.00096,0.827425,0.209457,0.209257,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,0.905802,3119,Aqueous,0.699398,5.28511e-007,4.55872,9.11745,0.223484,4.90233,0.0490233,117.149,0.999962,1.88617,16919.5,3631.57,0.00080626,100%,5,5,0,90164,2,2,,,,,1,1.9925e-006,1.2092,2.4184,0.0412278,3.40951,0.00116248,5.25058,1.19548,42.8019
2,Meas 7,OK,2018-05-01,12:53:48,134620000,25.0071,0.000515,420861,3060,100,0,420861,3060,25,5,1.00096,0.827425,0.209457,0.209257,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,0.905802,3119,Aqueous,0.699398,5.28511e-007,4.55872,9.11745,0.223484,4.90233,0.0490233,117.149,0.999962,1.88617,16919.5,3631.57,0.00080626,100%,5,5,0,90164,2,2,,,,,2,5.03627e-007,4.78396,9.56793,0.230169,4.81126,0.00231482,131.143,98.8045,57.1981
3,Meas 8,OK,2018-05-01,12:54:25,134620000,25.0062,8.66e-005,417044,1500,100,0,417044,1500,25,5,1.00096,0.828003,0.201844,0.201651,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,0.90582,3119,Aqueous,0.693384,5.30085e-007,4.54519,9.09037,0.305732,6.72651,0.0672651,116.337,1.00011,1.82234,16969.3,4268.8,0.000736338,100%,5,5,0,86707.4,4,3,,,,,1,5.29792e-007,4.5477,9.0954,0.431654,9.4917,0.00900923,116.488,97.6501,99.9678
3,Meas 8,OK,2018-05-01,12:54:25,134620000,25.0062,8.66e-005,417044,1500,100,0,417044,1500,25,5,1.00096,0.828003,0.201844,0.201651,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,0.90582,3119,Aqueous,0.693384,5.30085e-007,4.54519,9.09037,0.305732,6.72651,0.0672651,116.337,1.00011,1.82234,16969.3,4268.8,0.000736338,100%,5,5,0,86707.4,4,3,,,,,2,2.63316e-008,91.4997,182.999,8.34934,9.12499,0.00832655,130770,1.49458,0.00254052
3,Meas 8,OK,2018-05-01,12:54:25,134620000,25.0062,8.66e-005,417044,1500,100,0,417044,1500,25,5,1.00096,0.828003,0.201844,0.201651,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,0.90582,3119,Aqueous,0.693384,5.30085e-007,4.54519,9.09037,0.305732,6.72651,0.0672651,116.337,1.00011,1.82234,16969.3,4268.8,0.000736338,100%,5,5,0,86707.4,4,3,,,,,3,2.11538e-009,1138.96,2277.92,101.745,8.93315,0.00798012,47730700,0.855297,0.0296427
4,Meas 9,OK,2018-05-01,12:55:03,134620000,25.0058,0.000122,418113,5080,100,0,418113,5080,25,5,1.00096,0.812884,0.17519,0.175022,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,0.905829,3119,Aqueous,0.703,5.30617e-007,4.54063,9.08125,0.293203,6.45733,0.0645733,116.064,0.999923,1.48059,16986.5,4186.09,0.000735758,100%,5,5,0,74520.9,3,2,,,,,1,3.34933e-006,0.719348,1.4387,0.0551917,7.67246,0.00588667,1.55756,0.861177,71.5221
4,Meas 9,OK,2018-05-01,12:55:03,134620000,25.0058,0.000122,418113,5080,100,0,418113,5080,25,5,1.00096,0.812884,0.17519,0.175022,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,0.905829,3119,Aqueous,0.703,5.30617e-007,4.54063,9.08125,0.293203,6.45733,0.0645733,116.064,0.999923,1.48059,16986.5,4186.09,0.000735758,100%,5,5,0,74520.9,3,2,,,,,2,5.03607e-007,4.78416,9.56831,0.230759,4.82339,0.00232651,131.156,99.1388,28.4779
5,Meas 10,OK,2018-05-01,12:55:40,134620000,25.0053,0.000158,427278,14800,100,0,427278,14800,25,5,1.00097,0.825305,0.172065,0.1719,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,0.905839,3119,Aqueous,0.702199,5.12747e-007,4.69888,9.39775,0.504737,10.7416,0.107416,125.751,1.00047,1.78115,16398.5,5263.52,0.000674399,100%,5,5,0,73163.9,5,4,,,,,1,2.60386e-006,0.925293,1.85059,0,0,0,2.80724,0.434417,36.7205
5,Meas 10,OK,2018-05-01,12:55:40,134620000,25.0053,0.000158,427278,14800,100,0,427278,14800,25,5,1.00097,0.825305,0.172065,0.1719,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,0.905839,3119,Aqueous,0.702199,5.12747e-007,4.69888,9.39775,0.504737,10.7416,0.107416,125.751,1.00047,1.78115,16398.5,5263.52,0.000674399,100%,5,5,0,73163.9,5,4,,,,,2,5.16492e-007,4.6648,9.32961,0.294567,6.31467,0.0039875,123.628,96.292,63.1706
5,Meas 10,OK,2018-05-01,12:55:40,134620000,25.0053,0.000158,427278,14800,100,0,427278,14800,25,5,1.00097,0.825305,0.172065,0.1719,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,0.905839,3119,Aqueous,0.702199,5.12747e-007,4.69888,9.39775,0.504737,10.7416,0.107416,125.751,1.00047,1.78115,16398.5,5263.52,0.000674399,100%,5,5,0,73163.9,5,4,,,,,3,6.48069e-009,371.772,743.543,0,0,0,3476250,2.44136,0.018788
5,Meas 10,OK,2018-05-01,12:55:40,134620000,25.0053,0.000158,427278,14800,100,0,427278,14800,25,5,1.00097,0.825305,0.172065,0.1719,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,0.905839,3119,Aqueous,0.702199,5.12747e-007,4.69888,9.39775,0.504737,10.7416,0.107416,125.751,1.00047,1.78115,16398.5,5263.52,0.000674399,100%,5,5,0,73163.9,5,4,,,,,4,5.24691e-010,4591.92,9183.83,541.873,11.8006,0.0139254,1245980000,0.832194,0.0901056
