Meas Num,Item,Status,Date,Time Stamp,Time(s),Temp(C),Temp Std Dev(C),Intensity(Cnt/s),Intensity Std Dev(Cnt/s),Laser Power(%),Attenuation Level(%),Normalized Intensity(Cnt/s),Normalized Intensity Std Dev(Cnt/s),Set Temp(C),Temp Ramp Rate(C/sec),Laser Monitor(V),Forward Monitor(V),Static Scattering Detector(V),Normalized Static Scattering Detector,Disposable Cuvette,Acq Time(s),Sample,Mw-R Model,Conc(mg/mL),dn/dC(mL/g),A2(mol mL/g^2),RG Model,Cuvette,Solvent Name,Solv Rfr Idx,Solv Visc(cp),Cauchy Coef(nm²),Temperature Model,Amp,Diffusion Coefficient(cm²/s),Radius(nm),Diameter(nm),Pd(nm),%Pd,Pd Index,Mw-R(kDa),Baseline,SOS,Lambda(1/s),Sigma(1/s²),RMS Error,% Acqs Unmarked,# Acqs,# Acqs Unmarked,# Acqs Marked,Mw-S(Da),#Peaks,#Peaks in Range,D10(nm),D50(nm),D90(nm),Span (D90 - D10)/D50,Peak Num,Peak Diffusion Coefficient(cm²/s) (M),Peak Radius(nm) (M),Peak Diameter(nm) (M),Peak Pd(nm) (M),Peak %Pd (M),Peak Pd Index (M),Peak Mw-R(kDa) (M),Peak %Intensity (M),Peak %Mass (M)
1,Meas 6,OK,2018-08-07,14:15:14,143092000,7.99718,0.000137,413530,4810,100,0,413530,4810,8,5,1.00069,0.880982,0.189517,0.189386,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,1.42076,3119,Aqueous,0.794573,3.07321e-007,4.7143,9.42859,0.490035,10.3947,0.103947,126.718,0.999942,2.41541,9830.34,3099.1,0.000729437,100%,5,5,0,No Offset,3,2,,,,,1,5.07501e-007,2.85477,5.70955,0,0,0,39.1855,16.6574,59.5432
1,Meas 6,OK,2018-08-07,14:15:14,143092000,7.99718,0.000137,413530,4810,100,0,413530,4810,8,5,1.00069,0.880982,0.189517,0.189386,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,1.42076,3119,Aqueous,0.794573,3.07321e-007,4.7143,9.42859,0.490035,10.3947,0.103947,126.718,0.999942,2.41541,9830.34,3099.1,0.000729437,100%,5,5,0,No Offset,3,2,,,,,2,2.6505e-007,5.46614,10.9323,0.736546,13.4747,0.0181567,179.145,83.3426,40.4568
2,Meas 7,OK,2018-08-07,14:15:51,143092000,7.99584,0.000538,415197,3480,100,0,415197,3480,8,5,1.0007,0.882189,0.189671,0.189539,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,1.42081,3119,Aqueous,0.792265,3.02547e-007,4.78868,9.57736,0.482149,10.0685,0.100685,131.446,0.999837,2.45042,9679.05,2999.22,0.000713986,100%,5,5,0,No Offset,2,1,,,,,1,2.6973e-007,5.37129,10.7426,1.45318,27.0547,0.0731956,171.956,100,100
3,Meas 8,OK,2018-08-07,14:16:28,143092000,7.99511,0.000367,417101,4100,100,0,417101,4100,8,5,1.0007,0.882494,0.189699,0.189565,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,1.42084,3119,Aqueous,0.792335,3.03725e-007,4.77011,9.54023,0.429671,9.00757,0.0900757,130.257,0.999946,2.39843,9720.07,2839.28,0.000815652,100%,5,5,0,No Offset,2,1,,,,,1,2.7209e-007,5.32471,10.6494,1.47776,27.7529,0.0770226,168.487,100,100
4,Meas 9,OK,2018-08-07,14:17:05,143092000,7.99721,0.000357,419059,5050,100,0,419059,5050,8,5,1.0007,0.882952,0.189717,0.189584,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,1.42076,3119,Aqueous,0.796742,3.06793e-007,4.72241,9.44482,0.544435,11.5288,0.115288,127.229,1.00001,3.36097,9806.76,3274.65,0.000909419,100%,5,5,0,No Offset,2,1,,,,,1,2.63054e-007,5.50761,11.0152,1.949,35.3874,0.125227,182.341,100,100
5,Meas 10,OK,2018-08-07,14:17:41,143092000,7.9973,4.97e-005,419320,6020,100,0,419320,6020,8,5,1.0007,0.884078,0.189815,0.189682,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,1.42075,3119,Aqueous,0.798509,3.01296e-007,4.80856,9.61712,0.322029,6.697,0.06697,132.727,0.999861,3.4237,9645.21,2420.98,0.000900905,100%,5,5,0,No Offset,2,1,,,,,1,2.79138e-007,5.19027,10.3805,1.06533,20.5256,0.0421298,158.701,100,100
6,8.000C,OK,2018-08-07,14:18:19,143092000,7.99954,0.00223,416433,3330,100,0,416433,3330,41,0.25,1.0007,0.885066,0.189919,0.189785,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,1.42066,3119,Aqueous,0.79653,3.04065e-007,4.76477,9.52955,0.491573,10.3168,0.103168,129.916,1.00002,2.53124,9726.55,3053.88,0.000826323,100%,5,5,0,No Offset,4,3,,,,,1,2.76091e-007,5.24755,10.4951,1.48895,28.3742,0.0805094,162.829,98.0649,99.9788
6,8.000C,OK,2018-08-07,14:18:19,143092000,7.99954,0.00223,416433,3330,100,0,416433,3330,41,0.25,1.0007,0.885066,0.189919,0.189785,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,1.42066,3119,Aqueous,0.79653,3.04065e-007,4.76477,9.52955,0.491573,10.3168,0.103168,129.916,1.00002,2.53124,9726.55,3053.88,0.000826323,100%,5,5,0,No Offset,4,3,,,,,2,6.12588e-008,23.6505,47.3009,2.66777,11.28,0.0127238,5516.82,1.87372,0.0168713
6,8.000C,OK,2018-08-07,14:18:19,143092000,7.99954,0.00223,416433,3330,100,0,416433,3330,41,0.25,1.0007,0.885066,0.189919,0.189785,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,1.42066,3119,Aqueous,0.79653,3.04065e-007,4.76477,9.52955,0.491573,10.3168,0.103168,129.916,1.00002,2.53124,9726.55,3053.88,0.000826323,100%,5,5,0,No Offset,4,3,,,,,3,7.32341e-010,1978.31,3956.63,0,0,0,173720000,0.0613565,0.00429462
7,8.047C,OK,2018-08-07,14:18:57,143092000,8.04712,0.0251,419184,7300,100,0,419184,7300,41,0.25,1.0007,0.885577,0.190067,0.189934,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,1.41863,3119,Aqueous,0.796901,3.04257e-007,4.76977,9.53955,0.382565,8.02061,0.0802061,130.235,0.99989,2.2007,9738.91,2678.99,0.000712635,100%,5,5,0,No Offset,2,1,,,,,1,2.76911e-007,5.24081,10.4816,1.30507,24.902,0.062011,162.341,100,100
