Meas Num,Item,Status,Date,Time Stamp,Time(s),Temp(C),Temp Std Dev(C),Intensity(Cnt/s),Intensity Std Dev(Cnt/s),Laser Power(%),Attenuation Level(%),Normalized Intensity(Cnt/s),Normalized Intensity Std Dev(Cnt/s),Set Temp(C),Temp Ramp Rate(C/sec),Laser Monitor(V),Forward Monitor(V),Static Scattering Detector(V),Normalized Static Scattering Detector,Disposable Cuvette,Acq Time(s),Sample,Mw-R Model,Conc(mg/mL),dn/dC(mL/g),A2(mol mL/g^2),RG Model,Cuvette,Solvent Name,Solv Rfr Idx,Solv Visc(cp),Cauchy Coef(nm²),Temperature Model,Amp,Diffusion Coefficient(cm²/s),Radius(nm),Diameter(nm),Pd(nm),%Pd,Pd Index,Mw-R(kDa),Baseline,SOS,Lambda(1/s),Sigma(1/s²),RMS Error,% Acqs Unmarked,# Acqs,# Acqs Unmarked,# Acqs Marked,Mw-S(Da),#Peaks,#Peaks in Range,D10(nm),D50(nm),D90(nm),Span (D90 - D10)/D50,Peak Num,Peak Diffusion Coefficient(cm²/s) (M),Peak Radius(nm) (M),Peak Diameter(nm) (M),Peak Pd(nm) (M),Peak %Pd (M),Peak Pd Index (M),Peak Mw-R(kDa) (M),Peak %Intensity (M),Peak %Mass (M)
1,Meas 6,OK,2018-08-02,14:51:50,142662000,19.9971,0.000977,374717,4750,100,0,374717,4750,20,5,1.00119,0.891018,0.177539,0.177327,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,1.02146,3119,Aqueous,0.777988,4.58798e-007,4.57972,9.15944,0.234995,5.13121,0.0513121,118.416,1.00006,2.77272,14687.7,3225.37,0.000891825,100%,5,5,0,No Offset,3,2,,,,,1,4.43518e-007,4.7375,9.47501,0.646533,13.6471,0.0186244,128.183,98.1541,99.9948
1,Meas 6,OK,2018-08-02,14:51:50,142662000,19.9971,0.000977,374717,4750,100,0,374717,4750,20,5,1.00119,0.891018,0.177539,0.177327,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,1.02146,3119,Aqueous,0.777988,4.58798e-007,4.57972,9.15944,0.234995,5.13121,0.0513121,118.416,1.00006,2.77272,14687.7,3225.37,0.000891825,100%,5,5,0,No Offset,3,2,,,,,2,5.73494e-008,36.638,73.276,0,0,0,15362.7,1.84593,0.00517591
2,Meas 7,OK,2018-08-02,14:52:27,142663000,20.0002,0.000235,370976,2890,100,0,370976,2890,20,5,1.00119,0.891475,0.177641,0.17743,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,1.02139,3119,Aqueous,0.784564,4.62272e-007,4.5453,9.0906,0.301641,6.63632,0.0663632,116.344,0.999924,2.57895,14798.5,3697.46,0.000884264,100%,5,5,0,No Offset,2,1,,,,,1,4.28004e-007,4.90922,9.81844,1.0363,21.1092,0.0445598,139.319,100,100
3,Meas 8,OK,2018-08-02,14:53:03,142663000,19.998,0.000707,371712,2750,100,0,371712,2750,20,5,1.00119,0.89171,0.17774,0.177528,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,1.02144,3119,Aqueous,0.778284,4.5903e-007,4.57741,9.15482,0.180219,3.93715,0.0393715,118.276,0.999936,2.17267,14695.2,2826.56,0.000785476,100%,5,5,0,No Offset,2,1,,,,,1,4.34303e-007,4.83802,9.67604,0.861535,17.8076,0.0317111,134.637,100,100
4,Meas 9,OK,2018-08-02,14:53:40,142663000,19.9979,0.000527,371262,3200,100,0,371262,3200,20,5,1.00119,0.89207,0.177835,0.177623,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,1.02144,3119,Aqueous,0.783636,4.5655e-007,4.60227,9.20454,0.233171,5.06644,0.0506644,119.784,0.999981,2.05485,14615.8,3189.23,0.000746587,100%,5,5,0,No Offset,2,1,,,,,1,4.27988e-007,4.90941,9.81882,0.925387,18.8493,0.0355294,139.331,100,100
5,Meas 10,OK,2018-08-02,14:54:17,142663000,19.9994,0.000212,370368,2390,100,0,370368,2390,20,5,1.00119,0.892695,0.177855,0.177643,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,1.02141,3119,Aqueous,0.782956,4.59703e-007,4.5707,9.1414,0.265304,5.80445,0.0580445,117.871,0.999931,2.679,14716.6,3437.61,0.000805687,100%,5,5,0,No Offset,2,1,,,,,1,4.29233e-007,4.89516,9.79033,0.940786,19.2187,0.0369358,138.387,100,100
6,19.999C,OK,2018-08-02,14:54:54,142663000,19.9986,0.0014,369706,1460,100,0,369706,1460,51,0.25,1.00119,0.893039,0.17798,0.177768,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,1.02143,3119,Aqueous,0.778681,4.59903e-007,4.56871,9.13743,0.323118,7.0724,0.070724,117.751,0.999983,2.55475,14722.3,3798.58,0.00080208,100%,5,5,0,No Offset,3,2,,,,,1,4.3338e-007,4.84832,9.69664,0.813994,16.7892,0.0281877,135.309,99.069,99.9917
6,19.999C,OK,2018-08-02,14:54:54,142663000,19.9986,0.0014,369706,1460,100,0,369706,1460,51,0.25,1.00119,0.893039,0.17798,0.177768,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,1.02143,3119,Aqueous,0.778681,4.59903e-007,4.56871,9.13743,0.323118,7.0724,0.070724,117.751,0.999983,2.55475,14722.3,3798.58,0.00080208,100%,5,5,0,No Offset,3,2,,,,,2,8.51108e-009,246.874,493.749,0,0,0,1333810,0.930955,0.00831865
7,20.044C,OK,2018-08-02,14:55:31,142663000,20.0437,0.0254,369345,4500,100,0,369345,4500,51,0.25,1.00118,0.891779,0.17793,0.17772,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,1.02028,3119,Aqueous,0.774282,4.61469e-007,4.55322,9.10643,0.294522,6.46844,0.0646844,116.819,0.999964,2.5597,14772.9,3643.72,0.000800359,100%,5,5,0,No Offset,3,2,,,,,1,4.32092e-007,4.86277,9.72555,0.900155,18.5112,0.0342663,136.254,99.747,99.9919
7,20.044C,OK,2018-08-02,14:55:31,142663000,20.0437,0.0254,369345,4500,100,0,369345,4500,51,0.25,1.00118,0.891779,0.17793,0.17772,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,1.02028,3119,Aqueous,0.774282,4.61469e-007,4.55322,9.10643,0.294522,6.46844,0.0646844,116.819,0.999964,2.5597,14772.9,3643.72,0.000800359,100%,5,5,0,No Offset,3,2,,,,,2,2.33201e-009,901.013,1802.03,102.834,11.4132,0.0130261,27584000,0.252973,0.00806674
8,20.179C,OK,2018-08-02,14:56:08,142663000,20.179,0.0408,369800,2840,100,0,369800,2840,51,0.25,1.00119,0.8919,0.178023,0.177812,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,1.01684,3119,Aqueous,0.779609,4.61628e-007,4.57753,9.15505,0.250725,5.47731,0.0547731,118.283,0.999945,2.21896,14778.3,3353.08,0.000773843,100%,5,5,0,No Offset,4,3,,,,,1,1.59718e-006,1.32302,2.64605,0.140434,10.6146,0.011267,6.48072,0.285006,10.7392
8,20.179C,OK,2018-08-02,14:56:08,142663000,20.179,0.0408,369800,2840,100,0,369800,2840,51,0.25,1.00119,0.8919,0.178023,0.177812,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,1.01684,3119,Aqueous,0.779609,4.61628e-007,4.57753,9.15505,0.250725,5.47731,0.0547731,118.283,0.999945,2.21896,14778.3,3353.08,0.000773843,100%,5,5,0,No Offset,4,3,,,,,2,4.6232e-007,4.57067,9.14135,0.60435,13.2223,0.017483,117.869,99.2003,89.2602
8,20.179C,OK,2018-08-02,14:56:08,142663000,20.179,0.0408,369800,2840,100,0,369800,2840,51,0.25,1.00119,0.8919,0.178023,0.177812,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,1.01684,3119,Aqueous,0.779609,4.61628e-007,4.57753,9.15505,0.250725,5.47731,0.0547731,118.283,0.999945,2.21896,14778.3,3353.08,0.000773843,100%,5,5,0,No Offset,4,3,,,,,3,3.32508e-008,63.5508,127.102,7.33444e-015,1.15411e-014,1.33196e-032,55734.1,0.514736,0.000551141
9,20.333C,OK,2018-08-02,14:56:45,142663000,20.3332,0.0384,381505,8480,100,0,381505,8480,51,0.25,1.00119,0.891288,0.178534,0.178322,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,1.01295,3119,Aqueous,0.782002,4.51406e-007,4.69444,9.38888,0.646267,13.7666,0.137666,125.473,1.00002,1.90068,14394.2,5344.57,0.000830841,100%,5,5,0,No Offset,2,1,,,,,1,3.71965e-007,5.69703,11.3941,2.31862,40.6987,0.165638,197.354,100,100
10,20.480C,OK,2018-08-02,14:57:22,142663000,20.4799,0.0384,374713,2500,100,0,374713,2500,51,0.25,1.00119,0.891712,0.17914,0.178926,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,1.00927,3119,Aqueous,0.779086,4.67037e-007,4.56301,9.12601,0.306515,6.71739,0.0671739,117.407,0.999891,1.91273,14951,3758.5,0.000709393,100%,5,5,0,No Offset,2,1,,,,,1,4.29367e-007,4.96333,9.92667,1.16203,23.4123,0.0548134,142.939,100,100
