Meas Num,Item,Status,Date,Time Stamp,Time(s),Temp(C),Temp Std Dev(C),Intensity(Cnt/s),Intensity Std Dev(Cnt/s),Laser Power(%),Attenuation Level(%),Normalized Intensity(Cnt/s),Normalized Intensity Std Dev(Cnt/s),Set Temp(C),Temp Ramp Rate(C/sec),Laser Monitor(V),Forward Monitor(V),Static Scattering Detector(V),Normalized Static Scattering Detector,Disposable Cuvette,Acq Time(s),Sample,Mw-R Model,Conc(mg/mL),dn/dC(mL/g),A2(mol mL/g^2),RG Model,Cuvette,Solvent Name,Solv Rfr Idx,Solv Visc(cp),Cauchy Coef(nm²),Temperature Model,Amp,Diffusion Coefficient(cm²/s),Radius(nm),Diameter(nm),Pd(nm),%Pd,Pd Index,Mw-R(kDa),Baseline,SOS,Lambda(1/s),Sigma(1/s²),RMS Error,% Acqs Unmarked,# Acqs,# Acqs Unmarked,# Acqs Marked,Mw-S(Da),#Peaks,#Peaks in Range,D10(nm),D50(nm),D90(nm),Span (D90 - D10)/D50,Peak Num,Peak Diffusion Coefficient(cm²/s) (M),Peak Radius(nm) (M),Peak Diameter(nm) (M),Peak Pd(nm) (M),Peak %Pd (M),Peak Pd Index (M),Peak Mw-R(kDa) (M),Peak %Intensity (M),Peak %Mass (M)
1,Meas 6,OK,2018-05-08,12:35:45,135224000,24.994,0.0195,397493,7030,100,0,397493,7030,25,5,1.00075,0.856747,0.161632,0.161511,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,0.906075,3119,Aqueous,0.733261,5.17915e-007,4.65199,9.30399,0.35659,7.66531,0.0766531,122.835,1.0001,1.71244,16578.5,4456.02,0.000718518,100%,5,5,0,68341.4,3,1,,,,,1,4.88205e-007,4.93509,9.87017,0.984575,19.9505,0.0398023,141.042,100,100
2,Meas 7,OK,2018-05-08,12:36:22,135224000,25.0361,0.0018,391671,2840,100,0,391671,2840,25,5,1.00077,0.858022,0.16263,0.162505,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,0.905197,3119,Aqueous,0.733523,5.24013e-007,4.59785,9.1957,0.132096,2.87299,0.0287299,119.516,0.99992,1.74277,16775.5,2756.35,0.000646746,100%,5,5,0,68884.8,2,1,,,,,1,5.07397e-007,4.74842,9.49684,0.0379394,0.79899,6.38385e-005,128.875,100,100
3,Meas 8,OK,2018-05-08,12:37:00,135224000,25.0187,0.00595,394894,1900,100,0,394894,1900,25,5,1.00078,0.858759,0.161177,0.161052,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,0.90556,3119,Aqueous,0.738783,5.27315e-007,4.56906,9.13812,0.344738,7.54505,0.0754505,117.772,0.999982,1.7847,16879.7,4500.56,0.000715453,100%,5,5,0,68065.1,2,1,,,,,1,4.75353e-007,5.06852,10.137,1.38824,27.3895,0.0750186,150.127,100,100
4,Meas 9,OK,2018-05-08,12:37:37,135224000,25.0065,0.000745,394178,2240,100,0,394178,2240,25,5,1.00079,0.859708,0.161365,0.161237,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,0.905814,3119,Aqueous,0.740569,5.26455e-007,4.57653,9.15306,0.268512,5.86716,0.0586716,118.223,0.999892,2.12056,16853.5,3958.04,0.00074792,100%,5,5,0,68065.3,2,1,,,,,1,4.90382e-007,4.91318,9.82636,0.981765,19.9823,0.0399291,139.582,100,100
5,Meas 10,OK,2018-05-08,12:38:14,135224000,25.0069,0.000218,397914,1770,100,0,397914,1770,25,5,1.00078,0.860006,0.161191,0.161065,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,0.905806,3119,Aqueous,0.73258,5.28556e-007,4.55834,9.11667,0.230114,5.0482,0.050482,117.126,1.00009,1.92467,16920.9,3685.56,0.000771134,100%,5,5,0,68064.6,3,2,,,,,1,5.16879e-007,4.66131,9.32262,0.627449,13.4608,0.0181193,123.411,97.0808,99.9781
5,Meas 10,OK,2018-05-08,12:38:14,135224000,25.0069,0.000218,397914,1770,100,0,397914,1770,25,5,1.00078,0.860006,0.161191,0.161065,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,0.905806,3119,Aqueous,0.73258,5.28556e-007,4.55834,9.11667,0.230114,5.0482,0.050482,117.126,1.00009,1.92467,16920.9,3685.56,0.000771134,100%,5,5,0,68064.6,3,2,,,,,2,9.89136e-008,24.358,48.716,0,0,0,5910.74,2.91925,0.0218626
6,25.0C,OK,2018-05-08,12:38:52,135224000,25.0085,0.00242,393162,3110,100,0,393162,3110,51,0.25,1.00079,0.860147,0.161361,0.161233,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,0.905772,3119,Aqueous,0.736382,5.27676e-007,4.56594,9.13188,0.295729,6.47684,0.0647684,117.584,1.00013,2.24452,16892.3,4169.21,0.000884962,100%,5,5,0,68065,3,2,,,,,1,5.00251e-007,4.81625,9.6325,0.98342,20.4188,0.0416927,133.224,98.369,99.9851
6,25.0C,OK,2018-05-08,12:38:52,135224000,25.0085,0.00242,393162,3110,100,0,393162,3110,51,0.25,1.00079,0.860147,0.161361,0.161233,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,0.905772,3119,Aqueous,0.736382,5.27676e-007,4.56594,9.13188,0.295729,6.47684,0.0647684,117.584,1.00013,2.24452,16892.3,4169.21,0.000884962,100%,5,5,0,68065,3,2,,,,,2,7.03337e-009,342.558,685.115,41.6835,12.1683,0.0148068,2870440,1.63096,0.0148966
7,25.1C,OK,2018-05-08,12:39:29,135224000,25.0593,0.0261,390232,2880,100,0,390232,2880,51,0.25,1.00079,0.860404,0.161379,0.161252,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,0.904714,3119,Aqueous,0.74218,5.2677e-007,4.58586,9.17173,0.284803,6.21046,0.0621046,118.788,0.999967,1.65797,16863.5,4075.08,0.000665856,100%,5,5,0,68065.9,2,1,,,,,1,4.89433e-007,4.9357,9.87141,1.0091,20.445,0.0417996,141.084,100,100
8,25.2C,OK,2018-05-08,12:40:07,135224000,25.1992,0.0406,390399,3760,100,0,390399,3760,51,0.25,1.00079,0.860553,0.161616,0.16149,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,0.901811,3119,Aqueous,0.737377,5.29013e-007,4.57846,9.15692,0.233678,5.10385,0.0510385,118.339,1.00014,1.48551,16935.5,3709.04,0.000740424,100%,5,5,0,68521.6,2,2,,,,,1,5.0063e-007,4.83803,9.67605,0.99057,20.4747,0.0419212,134.637,99.0328,99.9745
8,25.2C,OK,2018-05-08,12:40:07,135224000,25.1992,0.0406,390399,3760,100,0,390399,3760,51,0.25,1.00079,0.860553,0.161616,0.16149,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,0.901811,3119,Aqueous,0.737377,5.29013e-007,4.57846,9.15692,0.233678,5.10385,0.0510385,118.339,1.00014,1.48551,16935.5,3709.04,0.000740424,100%,5,5,0,68521.6,2,2,,,,,2,3.06296e-009,790.758,1581.52,90.3051,11.4201,0.0130418,20324500,0.967242,0.0255349
9,25.4C,OK,2018-05-08,12:40:44,135224000,25.3553,0.0393,386849,4330,100,0,386849,4330,51,0.25,1.00078,0.860576,0.161486,0.161359,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,0.898589,3119,Aqueous,0.733396,5.33686e-007,4.56227,9.12454,0.251549,5.51368,0.0551368,117.363,0.999932,2.25863,17085.1,3889.35,0.000801963,100%,5,5,0,68249.2,2,1,,,,,1,4.97338e-007,4.8957,9.79141,0.994624,20.3163,0.0412751,138.423,100,100
10,25.5C,OK,2018-05-08,12:41:22,135224000,25.5071,0.0384,385664,4210,100,0,385664,4210,51,0.25,1.00078,0.860805,0.161217,0.161091,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,0.895476,3119,Aqueous,0.737949,5.33346e-007,4.57716,9.15432,0.256354,5.60072,0.0560072,118.261,0.999966,2.25473,17074.2,3917.49,0.000761077,100%,5,5,0,68069.2,2,1,,,,,1,4.99764e-007,4.88472,9.76944,0.814659,16.6777,0.0278145,137.698,100,100
11,25.7C,OK,2018-05-08,12:42:00,135224000,25.6642,0.0402,386842,2700,100,0,386842,2700,51,0.25,1.00078,0.860897,0.16139,0.161264,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,0.892273,3119,Aqueous,0.738657,5.34255e-007,4.59333,9.18667,0.281123,6.12025,0.0612025,119.241,0.999933,1.94926,17103.1,4102.72,0.000790528,100%,5,5,0,68070.5,2,1,,,,,1,4.93522e-007,4.97245,9.9449,1.10376,22.1975,0.0492731,143.554,100,100
