Meas Num,Item,Status,Date,Time Stamp,Time(s),Temp(C),Temp Std Dev(C),Intensity(Cnt/s),Intensity Std Dev(Cnt/s),Laser Power(%),Attenuation Level(%),Normalized Intensity(Cnt/s),Normalized Intensity Std Dev(Cnt/s),Set Temp(C),Temp Ramp Rate(C/sec),Laser Monitor(V),Forward Monitor(V),Static Scattering Detector(V),Normalized Static Scattering Detector,Disposable Cuvette,Acq Time(s),Sample,Mw-R Model,Conc(mg/mL),dn/dC(mL/g),A2(mol mL/g^2),RG Model,Cuvette,Solvent Name,Solv Rfr Idx,Solv Visc(cp),Cauchy Coef(nm²),Temperature Model,Amp,Diffusion Coefficient(cm²/s),Radius(nm),Diameter(nm),Pd(nm),%Pd,Pd Index,Mw-R(kDa),Baseline,SOS,Lambda(1/s),Sigma(1/s²),RMS Error,% Acqs Unmarked,# Acqs,# Acqs Unmarked,# Acqs Marked,Mw-S(Da),#Peaks,#Peaks in Range,D10(nm),D50(nm),D90(nm),Span (D90 - D10)/D50,Peak Num,Peak Diffusion Coefficient(cm²/s) (M),Peak Radius(nm) (M),Peak Diameter(nm) (M),Peak Pd(nm) (M),Peak %Pd (M),Peak Pd Index (M),Peak Mw-R(kDa) (M),Peak %Intensity (M),Peak %Mass (M)
1,Meas 6,OK,2018-07-30,11:10:07,142390000,24.9992,0.000324,413678,52500,100,0,413678,52500,25,5,1.00094,0.816174,0.189798,0.18962,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,0.905966,3119,Aqueous,0.730877,5.47169e-007,4.40327,8.80654,0.517469,11.7519,0.117519,108.015,1.00011,3.77877,17487.5,5903.61,0.00103774,60%,5,3,2,81174.2,3,2,,,,,1,5.30525e-007,4.54142,9.08284,0.917956,20.213,0.0408565,116.112,93.934,99.9873
1,Meas 6,OK,2018-07-30,11:10:07,142390000,24.9992,0.000324,413678,52500,100,0,413678,52500,25,5,1.00094,0.816174,0.189798,0.18962,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,0.905966,3119,Aqueous,0.730877,5.47169e-007,4.40327,8.80654,0.517469,11.7519,0.117519,108.015,1.00011,3.77877,17487.5,5903.61,0.00103774,60%,5,3,2,81174.2,3,2,,,,,2,6.11314e-008,39.4124,78.8248,4.39243,11.1448,0.0124206,18223.9,6.06605,0.0127172
2,Meas 7,OK,2018-07-30,11:10:44,142390000,24.9987,7.07e-005,415575,53600,100,0,415575,53600,25,5,1.00094,0.812191,0.180192,0.180022,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,0.905977,3119,Aqueous,0.728166,5.39116e-007,4.46905,8.93809,0.459473,10.2812,0.102812,111.828,1.00013,4.0309,17245.8,5404.58,0.000984978,60%,5,3,2,76831.4,3,1,,,,,1,5.02441e-007,4.79526,9.59052,0.966703,20.1595,0.0406407,131.869,100,100
3,Meas 8,OK,2018-07-30,11:11:20,142390000,24.9981,0.000274,375742,2840,100,0,375742,2840,25,5,1.00094,0.812183,0.18526,0.185086,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,0.905989,3119,Aqueous,0.728305,5.382e-007,4.47666,8.95331,0.33061,7.38519,0.0738519,112.274,0.99998,3.48127,17228.3,4543.77,0.000682813,100%,5,5,0,79156,3,1,,,,,1,5.0941e-007,4.72966,9.45931,0.205131,4.33712,0.00188106,127.686,100,100
4,Meas 9,OK,2018-07-30,11:11:57,142390000,24.997,0.000194,501819,147000,100,0,501819,147000,25,5,1.00095,0.81774,0.190792,0.190611,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,0.906012,3119,Aqueous,0.721459,5.3484e-007,4.50478,9.00956,0.647206,14.3671,0.143671,113.931,1.00085,5.34629,17037.9,6503.45,0.0011689,40%,5,2,3,81670.9,4,2,,,,,1,5.2327e-007,4.60439,9.20877,0.916669,19.9086,0.0396353,119.913,96.5267,99.9753
4,Meas 9,OK,2018-07-30,11:11:57,142390000,24.997,0.000194,501819,147000,100,0,501819,147000,25,5,1.00095,0.81774,0.190792,0.190611,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,0.906012,3119,Aqueous,0.721459,5.3484e-007,4.50478,9.00956,0.647206,14.3671,0.143671,113.931,1.00085,5.34629,17037.9,6503.45,0.0011689,40%,5,2,3,81670.9,4,2,,,,,2,9.33386e-009,258.128,516.257,32.5957,12.6277,0.0159459,1480450,3.47332,0.0247407
5,Meas 10,OK,2018-07-30,11:12:34,142390000,24.9967,0.0001,372770,5720,100,0,372770,5720,25,5,1.00095,0.817509,0.18798,0.187802,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,0.906019,3119,Aqueous,0.730367,5.42024e-007,4.44507,8.89015,0.518414,11.6627,0.116627,110.43,1.00015,2.95355,17324.3,5823.04,0.000702111,100%,5,5,0,80336.8,3,2,,,,,1,5.32436e-007,4.52511,9.05023,0.449858,9.94135,0.00988305,115.139,94.8358,99.9508
5,Meas 10,OK,2018-07-30,11:12:34,142390000,24.9967,0.0001,372770,5720,100,0,372770,5720,25,5,1.00095,0.817509,0.18798,0.187802,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,0.906019,3119,Aqueous,0.730367,5.42024e-007,4.44507,8.89015,0.518414,11.6627,0.116627,110.43,1.00015,2.95355,17324.3,5823.04,0.000702111,100%,5,5,0,80336.8,3,2,,,,,2,2.09527e-008,114.989,229.979,14.071,12.2368,0.0149739,223206,5.1642,0.0491909
6,24.998C,OK,2018-07-30,11:13:12,142390000,24.998,0.00214,366954,3940,100,0,366954,3940,51,0.25,1.00094,0.819757,0.178887,0.178719,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,0.905991,3119,Aqueous,0.736983,5.44324e-007,4.42629,8.85258,0.432427,9.76951,0.0976951,109.341,0.999873,4.86035,17416,5310.14,0.000764685,100%,5,5,0,76243.8,2,1,,,,,1,4.88227e-007,4.93486,9.86972,1.15608,23.4268,0.0548817,141.027,100,100
7,25.045C,OK,2018-07-30,11:13:49,142390000,25.0447,0.0248,372141,3930,100,0,372141,3930,51,0.25,1.00094,0.818919,0.176342,0.176177,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,0.905018,3119,Aqueous,0.728065,5.42746e-007,4.43916,8.87832,0.359915,8.10772,0.0810772,110.086,1.00004,3.64379,17372.4,4805.39,0.000824165,100%,5,5,0,75062.8,3,2,,,,,1,5.23385e-007,4.60337,9.20674,0.583766,12.6813,0.0160815,119.851,97.6975,99.9864
