Meas Num,Item,Status,Date,Time Stamp,Time(s),Temp(C),Temp Std Dev(C),Intensity(Cnt/s),Intensity Std Dev(Cnt/s),Laser Power(%),Attenuation Level(%),Normalized Intensity(Cnt/s),Normalized Intensity Std Dev(Cnt/s),Set Temp(C),Temp Ramp Rate(C/sec),Laser Monitor(V),Forward Monitor(V),Static Scattering Detector(V),Normalized Static Scattering Detector,Disposable Cuvette,Acq Time(s),Sample,Mw-R Model,Conc(mg/mL),dn/dC(mL/g),A2(mol mL/g^2),RG Model,Cuvette,Solvent Name,Solv Rfr Idx,Solv Visc(cp),Cauchy Coef(nm²),Temperature Model,Amp,Diffusion Coefficient(cm²/s),Radius(nm),Diameter(nm),Pd(nm),%Pd,Pd Index,Mw-R(kDa),Baseline,SOS,Lambda(1/s),Sigma(1/s²),RMS Error,% Acqs Unmarked,# Acqs,# Acqs Unmarked,# Acqs Marked,Mw-S(Da),#Peaks,#Peaks in Range,D10(nm),D50(nm),D90(nm),Span (D90 - D10)/D50,Peak Num,Peak Diffusion Coefficient(cm²/s) (M),Peak Radius(nm) (M),Peak Diameter(nm) (M),Peak Pd(nm) (M),Peak %Pd (M),Peak Pd Index (M),Peak Mw-R(kDa) (M),Peak %Intensity (M),Peak %Mass (M)
1,Meas 6,OK,2018-07-11,11:20:02,140749000,24.9786,0.00573,433059,2760,100,0,433059,2760,25,5,1.00086,0.856669,0.161006,0.160868,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,0.906396,3119,Aqueous,0.781221,5.1206e-007,4.70518,9.41037,0.28119,5.97618,0.0597618,126.146,0.999968,2.18753,16392.6,3885.54,0.000729531,100%,5,5,0,68070.6,2,1,,,,,1,4.76801e-007,5.05313,10.1063,0.961246,19.0228,0.0361867,149.063,100,100
2,Meas 7,OK,2018-07-11,11:20:39,140749000,24.9912,0.00982,430008,2250,100,0,430008,2250,25,5,1.00089,0.862413,0.160969,0.160826,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,0.906133,3119,Aqueous,0.792853,5.27033e-007,4.57151,9.14302,0.292217,6.39214,0.0639214,117.92,0.999833,1.90854,16871.8,4136.64,0.000684864,100%,5,5,0,68065.3,2,1,,,,,1,4.90232e-007,4.91468,9.82936,0.959963,19.5326,0.0381521,139.682,100,100
3,Meas 8,OK,2018-07-11,11:21:17,140749000,25.0186,0.00232,432557,3080,100,0,432557,3080,25,5,1.00089,0.863291,0.161197,0.161054,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,0.905562,3119,Aqueous,0.791124,5.3157e-007,4.53249,9.06498,0.276909,6.10943,0.0610943,115.578,0.999839,1.74694,17017.2,4078.48,0.000683273,100%,5,5,0,68063.6,2,1,,,,,1,4.98195e-007,4.83613,9.67226,0.848545,17.546,0.0307861,134.514,100,100
4,Meas 9,OK,2018-07-11,11:21:54,140749000,25.0114,0.00375,430509,5270,100,0,430509,5270,25,5,1.00089,0.86371,0.161406,0.161262,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,0.905712,3119,Aqueous,0.787748,5.30981e-007,4.53751,9.07503,0.19052,4.19877,0.0419877,115.878,1.00013,2.07688,16998.6,3376.51,0.000743355,100%,5,5,0,68154.8,3,2,,,,,1,5.21391e-007,4.62097,9.24195,0.360853,7.80903,0.0060981,120.927,98.3701,99.9805
4,Meas 9,OK,2018-07-11,11:21:54,140749000,25.0114,0.00375,430509,5270,100,0,430509,5270,25,5,1.00089,0.86371,0.161406,0.161262,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,0.905712,3119,Aqueous,0.787748,5.30981e-007,4.53751,9.07503,0.19052,4.19877,0.0419877,115.878,1.00013,2.07688,16998.6,3376.51,0.000743355,100%,5,5,0,68154.8,3,2,,,,,2,5.55266e-009,433.907,867.813,58.1072,13.3916,0.0179336,4990660,1.62988,0.019507
5,Meas 10,OK,2018-07-11,11:22:31,140749000,25.0023,0.000644,427198,3740,100,0,427198,3740,25,5,1.0009,0.864332,0.162413,0.162267,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,0.905902,3119,Aqueous,0.785133,5.3147e-007,4.53334,9.06668,0.220364,4.86095,0.0486095,115.629,0.999966,1.73453,17014.2,3636.45,0.000733732,100%,5,5,0,68700.3,2,1,,,,,1,4.97227e-007,4.84555,9.69109,0.968045,19.978,0.0399122,135.128,100,100
6,25.0C,OK,2018-07-11,11:23:10,140749000,25.0046,0.00248,432411,2440,100,0,432411,2440,51,0.25,1.00089,0.864517,0.163841,0.163694,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,0.905854,3119,Aqueous,0.773679,5.26934e-007,4.57236,9.14473,0.158856,3.47427,0.0347427,117.971,1,2.10999,16869,3047.99,0.000710889,100%,5,5,0,69338.4,3,1,,,,,1,5.12807e-007,4.69833,9.39665,0.230697,4.91019,0.002411,125.716,100,100
7,25.1C,OK,2018-07-11,11:23:48,140749000,25.0536,0.0252,429444,5060,100,0,429444,5060,51,0.25,1.0009,0.86485,0.163241,0.163094,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,0.904833,3119,Aqueous,0.773918,5.28117e-007,4.57417,9.14834,0.231586,5.06292,0.0506292,118.08,1.00006,1.83926,16906.9,3687.87,0.000742194,100%,5,5,0,68975,2,1,,,,,1,4.89868e-007,4.93132,9.86263,1.10337,22.3747,0.0500629,140.79,100,100
8,25.2C,OK,2018-07-11,11:24:26,140749000,25.1929,0.0413,428721,3520,100,0,428721,3520,51,0.25,1.00091,0.865291,0.164926,0.164777,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,0.901941,3119,Aqueous,0.772496,5.3438e-007,4.53248,9.06495,0.29451,6.49776,0.0649776,115.577,0.999969,1.65458,17106.9,4229.03,0.000649684,100%,5,5,0,69792.7,3,1,,,,,1,4.95058e-007,4.89248,9.78496,1.08576,22.1923,0.04925,138.21,100,100
9,25.4C,OK,2018-07-11,11:25:04,140749000,25.3551,0.0392,426174,4510,100,0,426174,4510,51,0.25,1.00091,0.865192,0.164453,0.164303,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,0.898594,3119,Aqueous,0.770797,5.36851e-007,4.53537,9.07074,0.204322,4.50508,0.0450508,115.75,0.999971,1.99891,17186.5,3536.19,0.000802477,100%,5,5,0,69703,2,1,,,,,1,5.02586e-007,4.84459,9.68917,0.989364,20.4221,0.041706,135.065,100,100
10,25.5C,OK,2018-07-11,11:25:42,140749000,25.5081,0.0386,426454,3060,100,0,426454,3060,51,0.25,1.0009,0.865713,0.163326,0.163178,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,0.895455,3119,Aqueous,0.773852,5.32518e-007,4.58428,9.16855,0.171661,3.74456,0.0374456,118.692,1.00001,1.91436,17047.8,3197.86,0.00066698,100%,5,5,0,68979,3,2,,,,,1,5.15955e-007,4.73144,9.46288,0.290224,6.13394,0.00376253,127.799,99.5184,99.9846
10,25.5C,OK,2018-07-11,11:25:42,140749000,25.5081,0.0386,426454,3060,100,0,426454,3060,51,0.25,1.0009,0.865713,0.163326,0.163178,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,0.895455,3119,Aqueous,0.773852,5.32518e-007,4.58428,9.16855,0.171661,3.74456,0.0374456,118.692,1.00001,1.91436,17047.8,3197.86,0.00066698,100%,5,5,0,68979,3,2,,,,,2,2.86108e-009,853.246,1706.49,0,0,0,24283200,0.481601,0.0154293
11,25.7C,OK,2018-07-11,11:26:20,140749000,25.6651,0.0396,429909,2830,100,0,429909,2830,51,0.25,1.0009,0.865878,0.16363,0.163482,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,0.892255,3119,Aqueous,0.772029,5.4156e-007,4.53137,9.06275,0.260814,5.75574,0.0575574,115.512,1.00001,1.78012,17337.1,4032.64,0.000664937,100%,5,5,0,69250.4,3,2,,,,,1,5.2019e-007,4.71753,9.43506,0.67068,14.2168,0.0202116,126.922,98.7741,99.9743
11,25.7C,OK,2018-07-11,11:26:20,140749000,25.6651,0.0396,429909,2830,100,0,429909,2830,51,0.25,1.0009,0.865878,0.16363,0.163482,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,0.892255,3119,Aqueous,0.772029,5.4156e-007,4.53137,9.06275,0.260814,5.75574,0.0575574,115.512,1.00001,1.78012,17337.1,4032.64,0.000664937,100%,5,5,0,69250.4,3,2,,,,,2,4.01725e-009,610.868,1221.74,69.2579,11.3376,0.0128542,11110600,1.22592,0.0256744
12,25.8C,OK,2018-07-11,11:26:58,140749000,25.8243,0.04,430142,3270,100,0,430142,3270,51,0.25,1.00091,0.866255,0.163179,0.163031,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,0.889029,3119,Aqueous,0.772629,5.45311e-007,4.51197,9.02394,0.235369,5.21655,0.0521655,114.357,1.00014,2.13009,17457.3,3865.34,0.000859406,100%,5,5,0,68978.2,3,2,,,,,1,5.23658e-007,4.69853,9.39707,0.824425,17.5464,0.0307878,125.729,98.5236,99.9671
12,25.8C,OK,2018-07-11,11:26:58,140749000,25.8243,0.04,430142,3270,100,0,430142,3270,51,0.25,1.00091,0.866255,0.163179,0.163031,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,0.889029,3119,Aqueous,0.772629,5.45311e-007,4.51197,9.02394,0.235369,5.21655,0.0521655,114.357,1.00014,2.13009,17457.3,3865.34,0.000859406,100%,5,5,0,68978.2,3,2,,,,,2,3.75875e-009,654.586,1309.17,5.92102,0.904543,8.18199e-005,13061000,1.47636,0.032896
13,26.0C,OK,2018-07-11,11:27:36,140749000,25.9833,0.0393,427554,2870,100,0,427554,2870,51,0.25,1.00091,0.866751,0.16407,0.163921,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,0.885827,3119,Aqueous,0.77691,5.41141e-007,4.57048,9.14095,0.226035,4.94555,0.0494555,117.857,1.00004,1.93319,17323.8,3734.72,0.00073095,100%,5,5,0,69527.1,2,1,,,,,1,5.03053e-007,4.91652,9.83304,1.08683,22.1057,0.0488663,139.804,100,100
14,26.1C,OK,2018-07-11,11:28:15,140749000,26.1421,0.0403,429183,7350,100,0,429183,7350,51,0.25,1.00091,0.866948,0.16532,0.165169,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,0.882649,3119,Aqueous,0.772238,5.4681e-007,4.53486,9.06972,0.348679,7.68886,0.0768886,115.72,1.00005,2.35671,17503.4,4711.98,0.000803415,100%,5,5,0,70072.8,3,2,,,,,1,5.28071e-007,4.69578,9.39156,0.712764,15.1788,0.0230396,125.557,97.4721,99.9787
14,26.1C,OK,2018-07-11,11:28:15,140749000,26.1421,0.0403,429183,7350,100,0,429183,7350,51,0.25,1.00091,0.866948,0.16532,0.165169,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,0.882649,3119,Aqueous,0.772238,5.4681e-007,4.53486,9.06972,0.348679,7.68886,0.0768886,115.72,1.00005,2.35671,17503.4,4711.98,0.000803415,100%,5,5,0,70072.8,3,2,,,,,2,7.63574e-009,324.75,649.499,43.9677,13.539,0.0183304,2533380,2.52793,0.0213085
