Meas Num,Item,Status,Date,Time Stamp,Time(s),Temp(C),Temp Std Dev(C),Intensity(Cnt/s),Intensity Std Dev(Cnt/s),Laser Power(%),Attenuation Level(%),Normalized Intensity(Cnt/s),Normalized Intensity Std Dev(Cnt/s),Set Temp(C),Temp Ramp Rate(C/sec),Laser Monitor(V),Forward Monitor(V),Static Scattering Detector(V),Normalized Static Scattering Detector,Disposable Cuvette,Acq Time(s),Sample,Mw-R Model,Conc(mg/mL),dn/dC(mL/g),A2(mol mL/g^2),RG Model,Cuvette,Solvent Name,Solv Rfr Idx,Solv Visc(cp),Cauchy Coef(nm²),Temperature Model,Amp,Diffusion Coefficient(cm²/s),Radius(nm),Diameter(nm),Pd(nm),%Pd,Pd Index,Mw-R(kDa),Baseline,SOS,Lambda(1/s),Sigma(1/s²),RMS Error,% Acqs Unmarked,# Acqs,# Acqs Unmarked,# Acqs Marked,Mw-S(Da),#Peaks,#Peaks in Range,D10(nm),D50(nm),D90(nm),Span (D90 - D10)/D50,Peak Num,Peak Diffusion Coefficient(cm²/s) (M),Peak Radius(nm) (M),Peak Diameter(nm) (M),Peak Pd(nm) (M),Peak %Pd (M),Peak Pd Index (M),Peak Mw-R(kDa) (M),Peak %Intensity (M),Peak %Mass (M)
1,Meas 6,OK,2018-08-02,11:05:59,142649000,20.0017,5e-005,429265,3660,100,0,429265,3660,20,5,1.00119,0.854419,0.164626,0.164431,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,1.02135,3119,Aqueous,0.766752,4.66039e-007,4.50857,9.01714,0.161318,3.57803,0.0357803,114.156,1.00003,2.04838,14919.6,2735.7,0.000739515,100%,5,5,0,No Offset,3,2,,,,,1,4.68261e-007,4.48717,8.97434,0.574162,12.7956,0.0163728,112.892,99.9701,99.9998
1,Meas 6,OK,2018-08-02,11:05:59,142649000,20.0017,5e-005,429265,3660,100,0,429265,3660,20,5,1.00119,0.854419,0.164626,0.164431,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,1.02135,3119,Aqueous,0.766752,4.66039e-007,4.50857,9.01714,0.161318,3.57803,0.0357803,114.156,1.00003,2.04838,14919.6,2735.7,0.000739515,100%,5,5,0,No Offset,3,2,,,,,2,7.53169e-008,27.8977,55.7954,0,0,0,8119.31,0.0299192,0.000159491
2,Meas 7,OK,2018-08-02,11:06:36,142649000,20.0016,7.07e-005,436607,3790,100,0,436607,3790,20,5,1.00119,0.855215,0.164932,0.164737,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,1.02135,3119,Aqueous,0.762549,4.66164e-007,4.50735,9.01471,0.424438,9.41657,0.0941657,114.084,0.999906,1.94394,14917,4460.2,0.000772193,100%,5,5,0,No Offset,3,2,,,,,1,1.80387e-006,1.16481,2.32962,0.154413,13.2565,0.0175736,4.81063,2.11148,58.8672
2,Meas 7,OK,2018-08-02,11:06:36,142649000,20.0016,7.07e-005,436607,3790,100,0,436607,3790,20,5,1.00119,0.855215,0.164932,0.164737,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,1.02135,3119,Aqueous,0.762549,4.66164e-007,4.50735,9.01471,0.424438,9.41657,0.0941657,114.084,0.999906,1.94394,14917,4460.2,0.000772193,100%,5,5,0,No Offset,3,2,,,,,2,4.44952e-007,4.72223,9.44446,0.645139,13.6617,0.0186643,127.218,97.8885,41.1328
3,Meas 8,OK,2018-08-02,11:07:12,142649000,20.002,0.000132,445077,3510,100,0,445077,3510,20,5,1.00118,0.855878,0.165261,0.165065,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,1.02134,3119,Aqueous,0.762379,4.53508e-007,4.63314,9.26628,0.584333,12.612,0.12612,121.673,1.00025,1.67985,14482.5,5095.26,0.000718629,100%,5,5,0,No Offset,4,3,,,,,1,1.14955e-006,1.82782,3.65564,0,0,0,13.8054,3.20332,37.8012
3,Meas 8,OK,2018-08-02,11:07:12,142649000,20.002,0.000132,445077,3510,100,0,445077,3510,20,5,1.00118,0.855878,0.165261,0.165065,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,1.02134,3119,Aqueous,0.762379,4.53508e-007,4.63314,9.26628,0.584333,12.612,0.12612,121.673,1.00025,1.67985,14482.5,5095.26,0.000718629,100%,5,5,0,No Offset,4,3,,,,,2,4.47056e-007,4.70001,9.40002,0.642458,13.6693,0.018685,125.822,94.1155,62.1615
3,Meas 8,OK,2018-08-02,11:07:12,142649000,20.002,0.000132,445077,3510,100,0,445077,3510,20,5,1.00118,0.855878,0.165261,0.165065,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,1.02134,3119,Aqueous,0.762379,4.53508e-007,4.63314,9.26628,0.584333,12.612,0.12612,121.673,1.00025,1.67985,14482.5,5095.26,0.000718629,100%,5,5,0,No Offset,4,3,,,,,3,3.79737e-009,553.322,1106.64,27.3782,4.94797,0.00244824,8814500,2.68119,0.0373553
4,Meas 9,OK,2018-08-02,11:07:49,142649000,20.0023,7.07e-005,435095,5100,100,0,435095,5100,20,5,1.00118,0.856987,0.165108,0.164913,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,1.02133,3119,Aqueous,0.759363,4.65736e-007,4.5115,9.023,0.331127,7.33962,0.0733962,114.33,1.00003,1.6204,14908.7,3919.67,0.000720899,100%,5,5,0,No Offset,2,1,,,,,1,5.03802e-007,4.17062,8.34125,0.963174,23.0943,0.0533345,95.1316,100,100
5,Meas 10,OK,2018-08-02,11:08:26,142649000,20.0021,8.66e-005,430071,6870,100,0,430071,6870,20,5,1.00118,0.8579,0.164785,0.164591,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,1.02134,3119,Aqueous,0.762831,4.67549e-007,4.494,8.988,0.215594,4.79737,0.0479737,113.295,1.0001,2.47679,14967.9,3178.09,0.000760962,100%,5,5,0,No Offset,3,2,,,,,1,4.75023e-007,4.42329,8.84658,0.535768,12.1124,0.0146711,109.168,98.5287,99.9925
5,Meas 10,OK,2018-08-02,11:08:26,142649000,20.0021,8.66e-005,430071,6870,100,0,430071,6870,20,5,1.00118,0.8579,0.164785,0.164591,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,1.02134,3119,Aqueous,0.762831,4.67549e-007,4.494,8.988,0.215594,4.79737,0.0479737,113.295,1.0001,2.47679,14967.9,3178.09,0.000760962,100%,5,5,0,No Offset,3,2,,,,,2,1.24561e-008,168.686,337.373,22.2029,13.1623,0.0173245,547142,1.47132,0.00748707
