Meas Num,Item,Status,Date,Time Stamp,Time(s),Temp(C),Temp Std Dev(C),Intensity(Cnt/s),Intensity Std Dev(Cnt/s),Laser Power(%),Attenuation Level(%),Normalized Intensity(Cnt/s),Normalized Intensity Std Dev(Cnt/s),Set Temp(C),Temp Ramp Rate(C/sec),Laser Monitor(V),Forward Monitor(V),Static Scattering Detector(V),Normalized Static Scattering Detector,Disposable Cuvette,Acq Time(s),Sample,Mw-R Model,Conc(mg/mL),dn/dC(mL/g),A2(mol mL/g^2),RG Model,Cuvette,Solvent Name,Solv Rfr Idx,Solv Visc(cp),Cauchy Coef(nm²),Temperature Model,Amp,Diffusion Coefficient(cm²/s),Radius(nm),Diameter(nm),Pd(nm),%Pd,Pd Index,Mw-R(kDa),Baseline,SOS,Lambda(1/s),Sigma(1/s²),RMS Error,% Acqs Unmarked,# Acqs,# Acqs Unmarked,# Acqs Marked,Mw-S(Da),#Peaks,#Peaks in Range,D10(nm),D50(nm),D90(nm),Span (D90 - D10)/D50,Peak Num,Peak Diffusion Coefficient(cm²/s) (M),Peak Radius(nm) (M),Peak Diameter(nm) (M),Peak Pd(nm) (M),Peak %Pd (M),Peak Pd Index (M),Peak Mw-R(kDa) (M),Peak %Intensity (M),Peak %Mass (M)
1,Meas 6,OK,2018-08-09,13:18:50,143262000,14.9982,0.000122,403872,3650,100,0,403872,3650,15,5,1.00087,0.894651,0.198963,0.198789,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,1.16329,3119,Aqueous,0.670149,3.68616e-007,4.91966,9.83932,0.244412,4.96806,0.0496806,140.013,1.0002,1.87396,11800.7,2549.82,0.000795603,100%,5,5,0,No Offset,3,1,,,,,1,3.60623e-007,5.0287,10.0574,0.654228,13.0099,0.0169257,147.382,100,100
2,Meas 7,OK,2018-08-09,13:19:27,143262000,14.9983,0.000335,404106,6420,100,0,404106,6420,15,5,1.00087,0.89378,0.199093,0.19892,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,1.16329,3119,Aqueous,0.684178,3.72614e-007,4.86688,9.73376,0.481684,9.89718,0.0989718,136.524,1.00003,1.72588,11921.4,3660.16,0.000786323,100%,5,5,0,No Offset,2,1,,,,,1,3.24707e-007,5.58494,11.1699,1.87885,33.6414,0.113174,188.387,100,100
3,Meas 8,OK,2018-08-09,13:20:03,143262000,15.0014,0.00108,404383,2500,100,0,404383,2500,15,5,1.00087,0.893588,0.199318,0.199145,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,1.16319,3119,Aqueous,0.670304,3.69571e-007,4.90694,9.81389,0.387402,7.89497,0.0789497,139.168,0.999919,1.772,11829.7,3227.93,0.000630596,100%,5,5,0,No Offset,2,1,,,,,1,3.37278e-007,5.37677,10.7535,1.27117,23.6418,0.0558934,172.367,100,100
4,Meas 9,OK,2018-08-09,13:20:40,143262000,15.0029,0.000384,397949,2710,100,0,397949,2710,15,5,1.00087,0.893388,0.199604,0.19943,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,1.16315,3119,Aqueous,0.682178,3.67878e-007,4.92952,9.85905,0.30528,6.19289,0.0619289,140.671,0.999899,1.53678,11776.9,2841.85,0.00061313,100%,5,5,0,No Offset,2,1,,,,,1,3.44099e-007,5.27019,10.5404,0.9363,17.766,0.0315629,164.478,100,100
5,Meas 10,OK,2018-08-09,13:21:17,143262000,15.0004,0.000589,406992,5600,100,0,406992,5600,15,5,1.00088,0.892762,0.199818,0.199643,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,1.16322,3119,Aqueous,0.674175,3.70044e-007,4.90068,9.80136,0.359121,7.32799,0.0732799,138.752,1.00014,1.94781,11845.5,3111.81,0.000759368,100%,5,5,0,No Offset,3,2,,,,,1,3.62449e-007,5.00337,10.0067,0.627389,12.5393,0.0157235,145.651,97.0963,99.9776
5,Meas 10,OK,2018-08-09,13:21:17,143262000,15.0004,0.000589,406992,5600,100,0,406992,5600,15,5,1.00088,0.892762,0.199818,0.199643,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,1.16322,3119,Aqueous,0.674175,3.70044e-007,4.90068,9.80136,0.359121,7.32799,0.0732799,138.752,1.00014,1.94781,11845.5,3111.81,0.000759368,100%,5,5,0,No Offset,3,2,,,,,2,9.8193e-009,184.684,369.368,25.2406,13.6669,0.0186784,676346,2.90368,0.0223896
6,15.0C,OK,2018-08-09,13:21:54,143262000,15.0002,0.00189,410732,4510,100,0,410732,4510,51,0.25,1.00088,0.892601,0.200009,0.199833,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,1.16323,3119,Aqueous,0.656981,3.66818e-007,4.94377,9.88755,0.359652,7.27485,0.0727485,141.624,1.00001,1.90256,11742.3,3073.33,0.000785781,100%,5,5,0,No Offset,2,1,,,,,1,3.29982e-007,5.49565,10.9913,1.57222,28.6085,0.0818448,181.416,100,100
7,15.0C,OK,2018-08-09,13:22:31,143262000,15.0464,0.025,414452,5130,100,0,414452,5130,51,0.25,1.00088,0.892626,0.200114,0.199939,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,1.16178,3119,Aqueous,0.649614,3.65087e-007,4.96721,9.93443,0.282554,5.68838,0.0568838,143.2,0.999869,2.11966,11687.6,2702.57,0.000726711,100%,5,5,0,No Offset,2,1,,,,,1,3.44727e-007,5.26059,10.5212,0.733322,13.9399,0.0194321,163.778,100,100
8,15.2C,OK,2018-08-09,13:23:08,143262000,15.1796,0.0404,413844,3600,100,0,413844,3600,51,0.25,1.00088,0.892781,0.200145,0.199969,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,1.15761,3119,Aqueous,0.646978,3.67139e-007,4.96966,9.93933,0.373855,7.52275,0.0752275,143.365,1.00002,1.74516,11752.3,3128.77,0.000730937,100%,5,5,0,No Offset,3,2,,,,,1,3.33824e-007,5.46562,10.9312,1.46677,26.8362,0.0720184,179.105,99.6961,99.9893
8,15.2C,OK,2018-08-09,13:23:08,143262000,15.1796,0.0404,413844,3600,100,0,413844,3600,51,0.25,1.00088,0.892781,0.200145,0.199969,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,1.15761,3119,Aqueous,0.646978,3.67139e-007,4.96966,9.93933,0.373855,7.52275,0.0752275,143.365,1.00002,1.74516,11752.3,3128.77,0.000730937,100%,5,5,0,No Offset,3,2,,,,,2,1.84953e-009,986.499,1973,129.983,13.1762,0.0173613,34100900,0.303937,0.0107478
