Meas Num,Item,Status,Date,Time Stamp,Time(s),Temp(C),Temp Std Dev(C),Intensity(Cnt/s),Intensity Std Dev(Cnt/s),Laser Power(%),Attenuation Level(%),Normalized Intensity(Cnt/s),Normalized Intensity Std Dev(Cnt/s),Set Temp(C),Temp Ramp Rate(C/sec),Laser Monitor(V),Forward Monitor(V),Static Scattering Detector(V),Normalized Static Scattering Detector,Disposable Cuvette,Acq Time(s),Sample,Mw-R Model,Conc(mg/mL),dn/dC(mL/g),A2(mol mL/g^2),RG Model,Cuvette,Solvent Name,Solv Rfr Idx,Solv Visc(cp),Cauchy Coef(nm²),Temperature Model,Amp,Diffusion Coefficient(cm²/s),Radius(nm),Diameter(nm),Pd(nm),%Pd,Pd Index,Mw-R(kDa),Baseline,SOS,Lambda(1/s),Sigma(1/s²),RMS Error,% Acqs Unmarked,# Acqs,# Acqs Unmarked,# Acqs Marked,Mw-S(Da),#Peaks,#Peaks in Range,D10(nm),D50(nm),D90(nm),Span (D90 - D10)/D50,Peak Num,Peak Diffusion Coefficient(cm²/s) (M),Peak Radius(nm) (M),Peak Diameter(nm) (M),Peak Pd(nm) (M),Peak %Pd (M),Peak Pd Index (M),Peak Mw-R(kDa) (M),Peak %Intensity (M),Peak %Mass (M)
1,Meas 6,OK,2018-07-24,14:06:47,141882000,20.0134,0.00247,507775,3860,100,0,507775,3860,20,5,1.00105,0.830703,0.204073,0.203859,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,1.02105,3119,Aqueous,0.722494,4.79175e-007,4.38497,8.76994,0.445246,10.1539,0.101539,106.968,1.00017,3.03099,15329.2,4771.67,0.000641956,100%,5,5,0,No Offset,3,2,,,,,1,4.80135e-007,4.3762,8.75241,0.500409,11.4348,0.0130754,106.468,98.0243,99.8927
1,Meas 6,OK,2018-07-24,14:06:47,141882000,20.0134,0.00247,507775,3860,100,0,507775,3860,20,5,1.00105,0.830703,0.204073,0.203859,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,1.02105,3119,Aqueous,0.722494,4.79175e-007,4.38497,8.76994,0.445246,10.1539,0.101539,106.968,1.00017,3.03099,15329.2,4771.67,0.000641956,100%,5,5,0,No Offset,3,2,,,,,2,1.26311e-009,1663.49,3326.98,0,0,0,115804000,1.97575,0.107297
2,Meas 7,OK,2018-07-24,14:07:24,141882000,19.9998,0.00314,506070,3800,100,0,506070,3800,20,5,1.00108,0.832081,0.206186,0.205963,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,1.0214,3119,Aqueous,0.740062,4.79575e-007,4.38131,8.76262,0.47706,10.8885,0.108885,106.759,1.00009,3.09422,15336.3,4959.64,0.000650332,100%,5,5,0,No Offset,3,2,,,,,1,4.80297e-007,4.37473,8.74946,0.499188,11.4107,0.0130204,106.384,97.3035,99.9831
2,Meas 7,OK,2018-07-24,14:07:24,141882000,19.9998,0.00314,506070,3800,100,0,506070,3800,20,5,1.00108,0.832081,0.206186,0.205963,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,1.0214,3119,Aqueous,0.740062,4.79575e-007,4.38131,8.76262,0.47706,10.8885,0.108885,106.759,1.00009,3.09422,15336.3,4959.64,0.000650332,100%,5,5,0,No Offset,3,2,,,,,2,9.13452e-009,230.025,460.05,26.6163,11.571,0.0133889,1130470,2.69649,0.016855
3,Meas 8,OK,2018-07-24,14:08:01,141882000,19.9956,0.000876,533908,41000,100,0,533908,41000,20,5,1.00108,0.812126,0.302534,0.302209,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,1.0215,3119,Aqueous,0.73332,4.72956e-007,4.44263,8.88526,0.580466,13.0658,0.130658,110.288,1.00055,3.80058,15095.8,5425.57,0.000709678,80%,5,4,1,No Offset,4,1,,,,,1,4.56617e-007,4.6016,9.2032,0.620964,13.4945,0.0182102,119.744,100,100
4,Meas 9,OK,2018-07-24,14:08:37,141882000,20.0006,0.00124,791668,555000,100,0,791668,555000,20,5,1.0011,0.833212,0.480077,0.479525,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,1.02138,3119,Aqueous,0.728029,4.67814e-007,4.49146,8.98291,0.773906,17.2306,0.172306,113.145,1.00057,8.2352,14788.8,6449.19,0.00129734,20%,5,1,4,No Offset,4,2,,,,,1,4.53987e-007,4.62825,9.2565,0.931987,20.1369,0.0405496,121.373,94.8619,99.9933
4,Meas 9,OK,2018-07-24,14:08:37,141882000,20.0006,0.00124,791668,555000,100,0,791668,555000,20,5,1.0011,0.833212,0.480077,0.479525,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,1.02138,3119,Aqueous,0.728029,4.67814e-007,4.49146,8.98291,0.773906,17.2306,0.172306,113.145,1.00057,8.2352,14788.8,6449.19,0.00129734,20%,5,1,4,No Offset,4,2,,,,,2,4.15167e-008,50.6101,101.22,5.60105,11.067,0.0122479,32715.5,5.1381,0.00666665
5,Meas 10,OK,2018-07-24,14:09:35,141882000,20.0007,0.000482,507706,5510,100,0,507706,5510,20,5,1.00108,0.83748,0.208551,0.208326,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,1.02137,3119,Aqueous,0.745558,4.75175e-007,4.42188,8.84376,0.445069,10.0652,0.100652,109.086,0.999958,3.34102,15201.8,4709.68,0.000624233,100%,5,5,0,No Offset,3,2,,,,,1,4.52125e-007,4.64731,9.29463,0.754124,16.2271,0.0263319,122.546,96.1151,99.9582
5,Meas 10,OK,2018-07-24,14:09:35,141882000,20.0007,0.000482,507706,5510,100,0,507706,5510,20,5,1.00108,0.83748,0.208551,0.208326,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,1.02137,3119,Aqueous,0.745558,4.75175e-007,4.42188,8.84376,0.445069,10.0652,0.100652,109.086,0.999958,3.34102,15201.8,4709.68,0.000624233,100%,5,5,0,No Offset,3,2,,,,,2,9.97147e-008,21.0718,42.1436,0.914217,4.33858,0.00188233,4210.9,3.88494,0.0417642
6,20.002C,OK,2018-07-24,14:10:13,141882000,20.002,0.00241,605673,90000,100,0,605673,90000,51,0.25,1.00108,0.838961,0.222962,0.222722,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,1.02134,3119,Aqueous,0.738629,4.59655e-007,4.57118,9.14236,0.668616,14.6268,0.146268,117.9,1.00089,3.50047,14635.8,5653.53,0.000897737,40%,5,2,3,No Offset,4,2,,,,,1,4.45593e-007,4.71544,9.43087,0.723035,15.3334,0.0235112,126.79,98.1485,99.9227
