Meas Num,Item,Status,Date,Time Stamp,Time(s),Temp(C),Temp Std Dev(C),Intensity(Cnt/s),Intensity Std Dev(Cnt/s),Laser Power(%),Attenuation Level(%),Normalized Intensity(Cnt/s),Normalized Intensity Std Dev(Cnt/s),Set Temp(C),Temp Ramp Rate(C/sec),Laser Monitor(V),Forward Monitor(V),Static Scattering Detector(V),Normalized Static Scattering Detector,Disposable Cuvette,Acq Time(s),Sample,Mw-R Model,Conc(mg/mL),dn/dC(mL/g),A2(mol mL/g^2),RG Model,Cuvette,Solvent Name,Solv Rfr Idx,Solv Visc(cp),Cauchy Coef(nm²),Temperature Model,Amp,Diffusion Coefficient(cm²/s),Radius(nm),Diameter(nm),Pd(nm),%Pd,Pd Index,Mw-R(kDa),Baseline,SOS,Lambda(1/s),Sigma(1/s²),RMS Error,% Acqs Unmarked,# Acqs,# Acqs Unmarked,# Acqs Marked,Mw-S(Da),#Peaks,#Peaks in Range,D10(nm),D50(nm),D90(nm),Span (D90 - D10)/D50,Peak Num,Peak Diffusion Coefficient(cm²/s) (M),Peak Radius(nm) (M),Peak Diameter(nm) (M),Peak Pd(nm) (M),Peak %Pd (M),Peak Pd Index (M),Peak Mw-R(kDa) (M),Peak %Intensity (M),Peak %Mass (M)
1,Meas 6,OK,2018-08-15,16:03:08,143790000,10.0451,0.00566,459282,31300,100,0,459282,31300,10,5,1.00077,0.868958,0.293274,0.293048,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,1.33713,3119,Aqueous,0.701902,3.42457e-007,4.52084,9.04169,0.295711,6.54106,0.0654106,114.884,1.00032,5.66144,10963,2719.25,0.00135962,40%,5,2,3,No Offset,3,1,,,,,1,3.55566e-007,4.35418,8.70835,0.561771,12.9019,0.0166459,105.218,100,100
2,Meas 7,OK,2018-08-15,16:03:45,143790000,10.0127,0.015,440052,9800,100,0,440052,9800,10,5,1.00077,0.881787,0.352652,0.352379,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,1.3384,3119,Aqueous,0.708232,3.24929e-007,4.76472,9.52944,0.62853,13.1913,0.131913,129.912,1.00142,3.58265,10369.4,3748.79,0.000885372,100%,5,5,0,No Offset,4,2,,,,,1,3.27237e-007,4.73111,9.46223,0.620036,13.1055,0.0171754,127.779,97.0565,99.816
2,Meas 7,OK,2018-08-15,16:03:45,143790000,10.0127,0.015,440052,9800,100,0,440052,9800,10,5,1.00077,0.881787,0.352652,0.352379,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,1.3384,3119,Aqueous,0.708232,3.24929e-007,4.76472,9.52944,0.62853,13.1913,0.131913,129.912,1.00142,3.58265,10369.4,3748.79,0.000885372,100%,5,5,0,No Offset,4,2,,,,,2,8.05609e-010,1921.77,3843.54,282.915,14.7216,0.0216725,162325000,2.94346,0.183985
3,Meas 8,OK,2018-08-15,16:04:22,143790000,9.9805,0.00147,449620,6470,100,0,449620,6470,10,5,1.00078,0.885091,0.352358,0.352084,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,1.33965,3119,Aqueous,0.746518,3.1179e-007,4.96227,9.92453,0.873305,17.5989,0.175989,142.867,1.0004,2.4472,9841.91,4369.28,0.000720683,100%,5,5,0,No Offset,6,3,,,,,1,1.68034e-006,0.920754,1.84151,0.120883,13.1287,0.0172363,2.77512,0.566681,45.5045
3,Meas 8,OK,2018-08-15,16:04:22,143790000,9.9805,0.00147,449620,6470,100,0,449620,6470,10,5,1.00078,0.885091,0.352358,0.352084,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,1.33965,3119,Aqueous,0.746518,3.1179e-007,4.96227,9.92453,0.873305,17.5989,0.175989,142.867,1.0004,2.4472,9841.91,4369.28,0.000720683,100%,5,5,0,No Offset,6,3,,,,,2,3.27748e-007,4.72065,9.4413,0.620739,13.1494,0.0172908,127.118,90.8915,54.4824
3,Meas 8,OK,2018-08-15,16:04:22,143790000,9.9805,0.00147,449620,6470,100,0,449620,6470,10,5,1.00078,0.885091,0.352358,0.352084,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,1.33965,3119,Aqueous,0.746518,3.1179e-007,4.96227,9.92453,0.873305,17.5989,0.175989,142.867,1.0004,2.4472,9841.91,4369.28,0.000720683,100%,5,5,0,No Offset,6,3,,,,,3,1.56045e-008,99.1498,198.3,10.8653,10.9585,0.0120089,157798,8.54179,0.013144
4,Meas 9,OK,2018-08-15,16:04:59,143790000,9.99228,0.00378,453667,11000,100,0,453667,11000,10,5,1.00079,0.885215,0.327272,0.327015,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,1.33919,3119,Aqueous,0.751632,3.06411e-007,5.05102,10.102,0.824574,16.3249,0.163249,148.917,0.999979,1.84051,9716.24,4059.16,0.000726075,100%,5,5,0,No Offset,3,2,,,,,1,3.74292e-007,4.13497,8.26995,1.32832,32.124,0.103195,93.2399,98.8624,99.9881
4,Meas 9,OK,2018-08-15,16:04:59,143790000,9.99228,0.00378,453667,11000,100,0,453667,11000,10,5,1.00079,0.885215,0.327272,0.327015,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,1.33919,3119,Aqueous,0.751632,3.06411e-007,5.05102,10.102,0.824574,16.3249,0.163249,148.917,0.999979,1.84051,9716.24,4059.16,0.000726075,100%,5,5,0,No Offset,3,2,,,,,2,5.64446e-009,274.196,548.392,37.3552,13.6235,0.0185601,1705120,1.13758,0.0118639
5,Meas 10,OK,2018-08-15,16:05:36,143790000,9.99728,0.000842,418553,5130,100,0,418553,5130,10,5,1.00078,0.887228,0.246245,0.246053,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,1.339,3119,Aqueous,0.752127,3.30613e-007,4.68281,9.36562,0.349126,7.45549,0.0745549,124.747,0.999723,2.3316,10583.2,2804.66,0.000867539,100%,5,5,0,No Offset,2,1,,,,,1,3.03291e-007,5.10465,10.2093,1.2041,23.5883,0.0556409,152.643,100,100
6,10.0C,OK,2018-08-15,16:06:24,143790000,9.99751,0.00309,425086,8640,100,0,425086,8640,41,0.25,1.00079,0.89001,0.209739,0.209574,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,1.33899,3119,Aqueous,0.742642,3.31673e-007,4.66784,9.33568,0.403792,8.65051,0.0865051,123.816,0.99988,3.01456,10615.4,3036.16,0.000765821,100%,5,5,0,No Offset,2,1,,,,,1,3.00983e-007,5.14379,10.2876,1.20745,23.4739,0.0551026,155.396,100,100
7,10.1C,OK,2018-08-15,16:07:02,143790000,10.0514,0.0267,465961,11500,100,0,465961,11500,41,0.25,1.00079,0.891126,0.207102,0.20694,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,1.33688,3119,Aqueous,0.740725,3.03963e-007,5.11006,10.2201,0.918146,17.9674,0.179674,153.022,1.00033,2.38339,9579.24,4330.73,0.000823204,100%,5,5,0,No Offset,4,2,,,,,1,2.69039e-007,5.77339,11.5468,2.01064,34.8259,0.121285,203.599,97.1732,99.9683
7,10.1C,OK,2018-08-15,16:07:02,143790000,10.0514,0.0267,465961,11500,100,0,465961,11500,41,0.25,1.00079,0.891126,0.207102,0.20694,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,1.33688,3119,Aqueous,0.740725,3.03963e-007,5.11006,10.2201,0.918146,17.9674,0.179674,153.022,1.00033,2.38339,9579.24,4330.73,0.000823204,100%,5,5,0,No Offset,4,2,,,,,2,5.03003e-009,308.799,617.599,60.2196,19.5012,0.0380297,2251770,2.82677,0.0317034
8,10.2C,OK,2018-08-15,16:07:40,143790000,10.1935,0.0408,443371,14900,100,0,443371,14900,41,0.25,1.00079,0.89181,0.208564,0.2084,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,1.33136,3119,Aqueous,0.747356,3.25952e-007,4.78093,9.56186,0.562118,11.7575,0.117575,130.949,1.00096,3.72635,10417.4,3517.75,0.000934723,80%,5,4,1,No Offset,4,2,,,,,1,3.26708e-007,4.76987,9.53973,0.622845,13.0579,0.0170509,130.241,97.2286,99.8899
8,10.2C,OK,2018-08-15,16:07:40,143790000,10.1935,0.0408,443371,14900,100,0,443371,14900,41,0.25,1.00079,0.89181,0.208564,0.2084,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,1.33136,3119,Aqueous,0.747356,3.25952e-007,4.78093,9.56186,0.562118,11.7575,0.117575,130.949,1.00096,3.72635,10417.4,3517.75,0.000934723,80%,5,4,1,No Offset,4,2,,,,,2,1.2719e-009,1225.21,2450.42,241.283,19.6932,0.0387822,56620700,2.77141,0.110054
