Meas Num,Item,Status,Date,Time Stamp,Time(s),Temp(C),Temp Std Dev(C),Intensity(Cnt/s),Intensity Std Dev(Cnt/s),Laser Power(%),Attenuation Level(%),Normalized Intensity(Cnt/s),Normalized Intensity Std Dev(Cnt/s),Set Temp(C),Temp Ramp Rate(C/sec),Laser Monitor(V),Forward Monitor(V),Static Scattering Detector(V),Normalized Static Scattering Detector,Disposable Cuvette,Acq Time(s),Sample,Mw-R Model,Conc(mg/mL),dn/dC(mL/g),A2(mol mL/g^2),RG Model,Cuvette,Solvent Name,Solv Rfr Idx,Solv Visc(cp),Cauchy Coef(nm²),Temperature Model,Amp,Diffusion Coefficient(cm²/s),Radius(nm),Diameter(nm),Pd(nm),%Pd,Pd Index,Mw-R(kDa),Baseline,SOS,Lambda(1/s),Sigma(1/s²),RMS Error,% Acqs Unmarked,# Acqs,# Acqs Unmarked,# Acqs Marked,Mw-S(Da),#Peaks,#Peaks in Range,D10(nm),D50(nm),D90(nm),Span (D90 - D10)/D50,Peak Num,Peak Diffusion Coefficient(cm²/s) (M),Peak Radius(nm) (M),Peak Diameter(nm) (M),Peak Pd(nm) (M),Peak %Pd (M),Peak Pd Index (M),Peak Mw-R(kDa) (M),Peak %Intensity (M),Peak %Mass (M)
1,Meas 6,OK,2018-08-10,14:46:59,143353000,19.9984,5e-005,393086,15700,100,0,393086,15700,20,5,1.00119,0.864555,0.257019,0.256715,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,1.02143,3119,Aqueous,0.692033,4.37199e-007,4.80598,9.61196,0.87148,18.1333,0.181333,132.56,1.00141,4.71697,13767.3,6276.02,0.000776318,80%,5,4,1,No Offset,5,3,,,,,1,4.76695e-007,4.40778,8.81556,0.524849,11.9073,0.0141785,108.274,91.8842,99.8027
1,Meas 6,OK,2018-08-10,14:46:59,143353000,19.9984,5e-005,393086,15700,100,0,393086,15700,20,5,1.00119,0.864555,0.257019,0.256715,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,1.02143,3119,Aqueous,0.692033,4.37199e-007,4.80598,9.61196,0.87148,18.1333,0.181333,132.56,1.00141,4.71697,13767.3,6276.02,0.000776318,80%,5,4,1,No Offset,5,3,,,,,2,3.19337e-008,65.7977,131.595,6.69367,10.1731,0.0103492,60454.5,6.1866,0.00722627
1,Meas 6,OK,2018-08-10,14:46:59,143353000,19.9984,5e-005,393086,15700,100,0,393086,15700,20,5,1.00119,0.864555,0.257019,0.256715,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,1.02143,3119,Aqueous,0.692033,4.37199e-007,4.80598,9.61196,0.87148,18.1333,0.181333,132.56,1.00141,4.71697,13767.3,6276.02,0.000776318,80%,5,4,1,No Offset,5,3,,,,,3,6.38993e-010,3288.25,6576.49,448.421,13.6371,0.018597,570390000,1.92922,0.190122
2,Meas 7,OK,2018-08-10,14:47:36,143353000,19.9989,0.000158,521835,115000,100,0,521835,115000,20,5,1.00119,0.863801,3.47059,3.46648,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,1.02142,3119,Aqueous,0,0.00156184,0.00134532,0.00269063,0,0,0,6.4447e-007,1,1e+007,1e+007,0,-1,0%,5,0,5,No Offset,0,0,,,,
3,Meas 8,OK,2018-08-10,14:48:28,143353000,19.9993,7.07e-005,409750,17100,100,0,409750,17100,20,5,1.00115,0.866708,0.228099,0.227836,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,1.02141,3119,Aqueous,0.694945,4.30852e-007,4.87677,9.75354,0.843978,17.3061,0.173061,137.174,1.00206,8.15276,13616.3,5959.54,0.00118998,40%,5,2,3,No Offset,4,3,,,,,1,4.6394e-007,4.52897,9.05793,0.594244,13.121,0.017216,115.368,94.2915,99.4367
3,Meas 8,OK,2018-08-10,14:48:28,143353000,19.9993,7.07e-005,409750,17100,100,0,409750,17100,20,5,1.00115,0.866708,0.228099,0.227836,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,1.02141,3119,Aqueous,0.694945,4.30852e-007,4.87677,9.75354,0.843978,17.3061,0.173061,137.174,1.00206,8.15276,13616.3,5959.54,0.00118998,40%,5,2,3,No Offset,4,3,,,,,2,5.57664e-009,376.78,753.561,50.7579,13.4715,0.0181481,3586820,2.5526,0.0380919
3,Meas 8,OK,2018-08-10,14:48:28,143353000,19.9993,7.07e-005,409750,17100,100,0,409750,17100,20,5,1.00115,0.866708,0.228099,0.227836,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,1.02141,3119,Aqueous,0.694945,4.30852e-007,4.87677,9.75354,0.843978,17.3061,0.173061,137.174,1.00206,8.15276,13616.3,5959.54,0.00118998,40%,5,2,3,No Offset,4,3,,,,,3,4.3467e-010,4833.94,9667.88,349.467,7.22944,0.00522649,1405100000,3.1559,0.525254
4,Meas 9,OK,2018-08-10,14:49:05,143354000,19.9995,5e-005,392262,10300,100,0,392262,10300,20,5,1.00118,0.870265,0.215902,0.215647,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,1.0214,3119,Aqueous,0.721759,4.30651e-007,4.87905,9.75809,1.01417,20.7863,0.207863,137.324,1.00157,6.57085,13299.7,7043.52,0.000875355,80%,5,4,1,No Offset,4,3,,,,,1,4.73192e-007,4.44041,8.88082,0.547054,12.3199,0.015178,110.159,89.6275,99.6256
4,Meas 9,OK,2018-08-10,14:49:05,143354000,19.9995,5e-005,392262,10300,100,0,392262,10300,20,5,1.00118,0.870265,0.215902,0.215647,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,1.0214,3119,Aqueous,0.721759,4.30651e-007,4.87905,9.75809,1.01417,20.7863,0.207863,137.324,1.00157,6.57085,13299.7,7043.52,0.000875355,80%,5,4,1,No Offset,4,3,,,,,2,3.21095e-008,65.4376,130.875,6.27875,9.59502,0.00920645,59683.1,8.2045,0.0100361
4,Meas 9,OK,2018-08-10,14:49:05,143354000,19.9995,5e-005,392262,10300,100,0,392262,10300,20,5,1.00118,0.870265,0.215902,0.215647,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,1.0214,3119,Aqueous,0.721759,4.30651e-007,4.87905,9.75809,1.01417,20.7863,0.207863,137.324,1.00157,6.57085,13299.7,7043.52,0.000875355,80%,5,4,1,No Offset,4,3,,,,,3,4.24606e-010,4948.51,9897.02,0,0,0,1484260000,2.16799,0.364409
