Meas Num,Item,Status,Date,Time Stamp,Time(s),Temp(C),Temp Std Dev(C),Intensity(Cnt/s),Intensity Std Dev(Cnt/s),Laser Power(%),Attenuation Level(%),Normalized Intensity(Cnt/s),Normalized Intensity Std Dev(Cnt/s),Set Temp(C),Temp Ramp Rate(C/sec),Laser Monitor(V),Forward Monitor(V),Static Scattering Detector(V),Normalized Static Scattering Detector,Disposable Cuvette,Acq Time(s),Sample,Mw-R Model,Conc(mg/mL),dn/dC(mL/g),A2(mol mL/g^2),RG Model,Cuvette,Solvent Name,Solv Rfr Idx,Solv Visc(cp),Cauchy Coef(nm²),Temperature Model,Amp,Diffusion Coefficient(cm²/s),Radius(nm),Diameter(nm),Pd(nm),%Pd,Pd Index,Mw-R(kDa),Baseline,SOS,Lambda(1/s),Sigma(1/s²),RMS Error,% Acqs Unmarked,# Acqs,# Acqs Unmarked,# Acqs Marked,Mw-S(Da),#Peaks,#Peaks in Range,D10(nm),D50(nm),D90(nm),Span (D90 - D10)/D50,Peak Num,Peak Diffusion Coefficient(cm²/s) (M),Peak Radius(nm) (M),Peak Diameter(nm) (M),Peak Pd(nm) (M),Peak %Pd (M),Peak Pd Index (M),Peak Mw-R(kDa) (M),Peak %Intensity (M),Peak %Mass (M)
1,Meas 6,OK,2018-07-30,16:02:27,142408000,3.98708,0.00117,431418,4110,100,0,431418,4110,4,5,1.00092,0.89625,0.202571,0.202385,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,1.60827,3119,Aqueous,0.762192,2.61886e-007,4.81747,9.63493,0.353788,7.34385,0.0734385,133.302,1.0001,3.16038,8383.27,2204.7,0.000827011,100%,5,5,0,No Offset,3,2,,,,,1,2.70418e-007,4.66546,9.33093,0.698412,14.9698,0.0224096,123.668,97.5564,99.9957
1,Meas 6,OK,2018-07-30,16:02:27,142408000,3.98708,0.00117,431418,4110,100,0,431418,4110,4,5,1.00092,0.89625,0.202571,0.202385,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,1.60827,3119,Aqueous,0.762192,2.61886e-007,4.81747,9.63493,0.353788,7.34385,0.0734385,133.302,1.0001,3.16038,8383.27,2204.7,0.000827011,100%,5,5,0,No Offset,3,2,,,,,2,2.53185e-008,49.8302,99.6604,0,0,0,31548,2.44356,0.00425918
2,Meas 7,OK,2018-07-30,16:03:03,142408000,3.98772,0.00161,433282,10400,100,0,433282,10400,4,5,1.00091,0.876887,0.203895,0.203709,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,1.60823,3119,Aqueous,0.750408,2.61259e-007,4.82903,9.65805,0.2848,5.89766,0.0589766,134.052,1.00012,3.84948,8363.74,1969.34,0.00102031,100%,5,5,0,No Offset,3,2,,,,,1,2.68399e-007,4.70056,9.40113,0.667161,14.1932,0.0201448,125.856,98.5135,99.9915
2,Meas 7,OK,2018-07-30,16:03:03,142408000,3.98772,0.00161,433282,10400,100,0,433282,10400,4,5,1.00091,0.876887,0.203895,0.203709,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,1.60823,3119,Aqueous,0.750408,2.61259e-007,4.82903,9.65805,0.2848,5.89766,0.0589766,134.052,1.00012,3.84948,8363.74,1969.34,0.00102031,100%,5,5,0,No Offset,3,2,,,,,2,4.36682e-008,28.8912,57.7824,0,0,0,8812.08,1.48654,0.00854422
3,Meas 8,OK,2018-07-30,16:03:40,142408000,3.99398,0.00112,434526,2480,100,0,434526,2480,4,5,1.00091,0.87469,0.203435,0.20325,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,1.60791,3119,Aqueous,0.751796,2.62193e-007,4.81182,9.62364,0.382743,7.95422,0.0795422,132.937,0.999709,2.2753,8392.57,2298.83,0.000796651,100%,5,5,0,No Offset,2,1,,,,,1,2.72372e-007,4.63201,9.26402,0.904919,19.5362,0.0381663,121.603,100,100
4,Meas 9,OK,2018-07-30,16:04:17,142408000,3.99537,9.07e-005,431369,1590,100,0,431369,1590,4,5,1.00092,0.874883,0.203598,0.203411,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,1.60784,3119,Aqueous,0.758366,2.648e-007,4.76615,9.53229,0.411185,8.6272,0.086272,130.003,0.999756,2.48473,8475.07,2420.61,0.000747136,100%,5,5,0,No Offset,2,1,,,,,1,2.81521e-007,4.48306,8.96612,1.00262,22.3647,0.0500179,112.65,100,100
5,Meas 10,OK,2018-07-30,16:04:55,142408000,3.99565,0.000301,433501,2550,100,0,433501,2550,4,5,1.00091,0.875105,0.203571,0.203386,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,1.60783,3119,Aqueous,0.755011,2.62549e-007,4.80701,9.61402,0.354479,7.37421,0.0737421,132.626,0.999871,2.6383,8404.46,2214.91,0.000819959,100%,5,5,0,No Offset,2,1,,,,,1,2.84633e-007,4.43404,8.86808,1.05614,23.8189,0.056734,109.789,100,100
6,4.0C,OK,2018-07-30,16:05:33,142408000,3.99881,0.00233,432957,2590,100,0,432957,2590,41,0.25,1.00091,0.87541,0.203748,0.203562,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,1.60767,3119,Aqueous,0.760178,2.61433e-007,4.82751,9.65503,0.341823,7.08073,0.0708073,133.954,0.999841,3.35896,8368.94,2160.6,0.00077347,100%,5,5,0,No Offset,3,1,,,,,1,2.63251e-007,4.79418,9.58835,0.741996,15.477,0.0239538,131.799,100,100
7,4.0C,OK,2018-07-30,16:06:10,142408000,4.04601,0.0249,430687,5410,100,0,430687,5410,41,0.25,1.00091,0.876042,0.203587,0.203402,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,1.60526,3119,Aqueous,0.755933,2.66767e-007,4.73937,9.47875,0.397815,8.39382,0.0839382,128.301,1,3.17079,8538.4,2404.35,0.000807679,100%,5,5,0,No Offset,2,1,,,,,1,2.86092e-007,4.41924,8.83848,1.01828,23.042,0.0530934,108.934,100,100
8,4.2C,OK,2018-07-30,16:06:48,142408000,4.18336,0.0404,433263,7900,100,0,433263,7900,41,0.25,1.0009,0.87634,0.203514,0.203331,N,6,Default,Globular Proteins,1.02,0.185,0,Sphere,10 ul,JoshBuffer_wDTT,1.333,1.59829,3119,Aqueous,0.767078,2.63392e-007,4.82218,9.64437,0.377069,7.81947,0.0781947,133.608,1.00008,3.01813,8431.08,2289.28,0.000778049,100%,5,5,0,No Offset,3,2,,,,,1,2.70009e-007,4.704,9.408,0.611441,12.9983,0.0168956,126.072,97.0332,99.9954
